ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,PREF1_PFMF,PREF1_FamSize,PREF1_Freq_HAL,PREF1_length,PREF1_P,PREF1_P*,PREF2_PFMF,PREF2_FamSize,PREF2_Freq_HAL,PREF2_length,PREF2_P,PREF2_P*,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL
12482,predisposing,VB|NN,3,"2,1,0",<pre<{<dis<(pose)},"37,31343284",135,155948,3,"0,000102598302","0,002471805963","33,55932203",296,452605,3,"6,63E-05","0,004634636181","55,55555556",55,328330
12578,prerequisites,NN,3,"2,1,0",<pre<{<re<(quire)},"17,1641791",135,155948,3,"0,000102598302","0,002471805963","24,89959839",499,2175658,2,"1,38E-05","0,004634636181",28,26,311285
12637,presupposing,VB|NN,3,"2,1,0",<pre<{<su<(pose)},"31,34328358",135,155948,3,"0,000102598302","0,002471805963",60,16,116261,2,0,0,"48,14814815",55,328330
15405,overexposed,VB|JJ,3,"2,1,0",<over<{<ex<(pose)},"50,5952381",169,151096,4,"0,0001058929422","0,002471805963","48,22695035",142,581016,2,"1,89E-05","0,0016993666","75,92592593",55,328330
15406,overexposes,VB,3,"2,1,0",<over<{<ex<(pose)},"50,5952381",169,151096,4,"0,0001058929422","0,002471805963","48,22695035",142,581016,2,"1,89E-05","0,0016993666","75,92592593",55,328330
15407,overexposing,VB|NN|JJ,3,"2,1,0",<over<{<ex<(pose)},"50,5952381",169,151096,4,"0,0001058929422","0,002471805963","48,22695035",142,581016,2,"1,89E-05","0,0016993666","75,92592593",55,328330
15986,nonaligned,JJ,3,"2,1,0",<non<{<a<(line)},"39,43661972",72,16866,3,"0,0002964544053","0,0007724393635","79,54545455",309,1336429,1,"1,72E-05","0,003553221072","79,36507937",64,426769
15995,nondescripts,NN,3,"2,1,0",{<non<<de<(script)},"15,49295775",72,16866,3,"0,0002964544053","0,0007724393635","51,82481752",275,559431,2,"4,65E-05","0,00401668469","65,85365854",42,343830
16845,MULTIMEGATON,NN,3,"2,1,0",<multi<<mega<{(ton)},"81,25",17,9337,5,0,0,100,8,1830,4,0,0,100,6,23312
17280,MONODISPERSE,VB,3,"2,1,0",<mono<{<di<(sperse)},"91,11111111",46,27262,4,"7,34E-05","0,0003089757454","86,84210526",39,19621,2,"0,0002548290097","0,0007724393635","83,33333333",7,2994
17709,misapprehended,VB|JJ,3,"2,1,0",<mis<{<a<(prehend)},"77,27272727",111,103160,3,"0,0001260178364","0,002008342345","79,54545455",309,1336429,1,"1,72E-05","0,003553221072","80,95238095",22,23628
17710,misapprehending,VB|NN|JJ,3,"2,1,0",<mis<{<a<(prehend)},"77,27272727",111,103160,3,"0,0001260178364","0,002008342345","79,54545455",309,1336429,1,"1,72E-05","0,003553221072","80,95238095",22,23628
17711,misapprehends,VB,3,"2,1,0",<mis<{<a<(prehend)},"77,27272727",111,103160,3,"0,0001260178364","0,002008342345","79,54545455",309,1336429,1,"1,72E-05","0,003553221072","80,95238095",22,23628
17742,misconceived,VB|JJ,3,"2,1,0",<mis<{<co<(ceive)},"68,18181818",111,103160,3,"0,0001260178364","0,002008342345","72,35772358",370,1256048,2,"1,51E-05","0,002935269581","68,42105263",20,181726
17743,misconceives,VB,3,"2,1,0",<mis<{<co<(ceive)},"68,18181818",111,103160,3,"0,0001260178364","0,002008342345","72,35772358",370,1256048,2,"1,51E-05","0,002935269581","68,42105263",20,181726
17744,misconceiving,VB|NN|JJ,3,"2,1,0",<mis<{<co<(ceive)},"68,18181818",111,103160,3,"0,0001260178364","0,002008342345","72,35772358",370,1256048,2,"1,51E-05","0,002935269581","68,42105263",20,181726
17745,misconducted,JJ|VB,3,"2,1,0",<mis<{<co<(duct)},20,111,103160,3,"0,0001260178364","0,002008342345","36,85636856",370,1256048,2,"1,51E-05","0,002935269581","39,39393939",67,559015
17746,misconducting,VB|NN|JJ,3,"2,1,0",<mis<{<co<(duct)},20,111,103160,3,"0,0001260178364","0,002008342345","36,85636856",370,1256048,2,"1,51E-05","0,002935269581","39,39393939",67,559015
17747,misconducts,NN,3,"2,1,0",<mis<{<co<(duct)},20,111,103160,3,"0,0001260178364","0,002008342345","36,85636856",370,1256048,2,"1,51E-05","0,002935269581","39,39393939",67,559015
17844,misreported,VB|JJ,3,"2,1,0",<mis<{<re<(port)},"61,81818182",111,103160,3,"0,0001260178364","0,002008342345","71,28514056",499,2175658,2,"1,38E-05","0,004634636181","74,35897436",40,395451
17845,misreporting,VB|NN|JJ,3,"2,1,0",<mis<{<re<(port)},"61,81818182",111,103160,3,"0,0001260178364","0,002008342345","71,28514056",499,2175658,2,"1,38E-05","0,004634636181","74,35897436",40,395451
17846,misreports,VB,3,"2,1,0",<mis<{<re<(port)},"61,81818182",111,103160,3,"0,0001260178364","0,002008342345","71,28514056",499,2175658,2,"1,38E-05","0,004634636181","74,35897436",40,395451
21888,indissoluble,JJ,3,"2,1,0",<im<<dis<{(soluble)},"79,45205479",658,610746,2,"4,26E-05","0,00401668469","78,6440678",296,452605,3,"6,63E-05","0,004634636181","57,14285714",8,1337
29344,disinclined,VB|JJ,3,"2,1,0",<dis<{<in<(cline)},"55,93220339",296,452605,3,"6,63E-05","0,004634636181","72,54901961",358,2402388,2,"6,66E-06","0,002471805963","83,33333333",7,20138
29345,disinclines,VB,3,"2,1,0",<dis<{<in<(cline)},"55,93220339",296,452605,3,"6,63E-05","0,004634636181","72,54901961",358,2402388,2,"6,66E-06","0,002471805963","83,33333333",7,20138
29346,disinclining,VB,3,"2,1,0",<dis<{<in<(cline)},"55,93220339",296,452605,3,"6,63E-05","0,004634636181","72,54901961",358,2402388,2,"6,66E-06","0,002471805963","83,33333333",7,20138
29348,disinfected,JJ|VB,3,"2,1,0",<dis<{<in<(fect)},"34,91525424",296,452605,3,"6,63E-05","0,004634636181","52,10084034",358,2402388,2,"6,66E-06","0,002471805963","37,93103448",59,315367
29349,disinfecting,VB|NN|JJ,3,"2,1,0",<dis<{<in<(fect)},"34,91525424",296,452605,3,"6,63E-05","0,004634636181","52,10084034",358,2402388,2,"6,66E-06","0,002471805963","37,93103448",59,315367
29351,disinfects,VB,3,"2,1,0",<dis<{<in<(fect)},"34,91525424",296,452605,3,"6,63E-05","0,004634636181","52,10084034",358,2402388,2,"6,66E-06","0,002471805963","37,93103448",59,315367
29362,disinherited,JJ|VB,3,"2,1,0",<dis<{<in<(herit)},"63,38983051",296,452605,3,"6,63E-05","0,004634636181","78,71148459",358,2402388,2,"6,66E-06","0,002471805963","77,77777778",10,18423
29363,disinheriting,VB|NN,3,"2,1,0",<dis<{<in<(herit)},"63,38983051",296,452605,3,"6,63E-05","0,004634636181","78,71148459",358,2402388,2,"6,66E-06","0,002471805963","77,77777778",10,18423
29364,disinherits,VB,3,"2,1,0",<dis<{<in<(herit)},"63,38983051",296,452605,3,"6,63E-05","0,004634636181","78,71148459",358,2402388,2,"6,66E-06","0,002471805963","77,77777778",10,18423
29908,disaffecting,VB|NN|JJ,3,"2,1,0",<dis<{<a<(fect)},"47,11864407",296,452605,3,"6,63E-05","0,004634636181","54,54545455",309,1336429,1,"1,72E-05","0,003553221072",50,59,315367
29909,disaffects,VB,3,"2,1,0",<dis<{<a<(fect)},"47,11864407",296,452605,3,"6,63E-05","0,004634636181","54,54545455",309,1336429,1,"1,72E-05","0,003553221072",50,59,315367
29911,disafforested,VB,3,"2,1,0",<dis<<a<{(forest)},"91,18644068",296,452605,3,"6,63E-05","0,004634636181","96,42857143",309,1336429,1,"1,72E-05","0,003553221072","71,42857143",15,22985
29913,disafforest,VB,3,"2,1,0",<dis<<a<{(forest)},"91,18644068",296,452605,3,"6,63E-05","0,004634636181","96,42857143",309,1336429,1,"1,72E-05","0,003553221072","71,42857143",15,22985
29915,disafforesting,VB,3,"2,1,0",<dis<<a<{(forest)},"91,18644068",296,452605,3,"6,63E-05","0,004634636181","96,42857143",309,1336429,1,"1,72E-05","0,003553221072","71,42857143",15,22985
29916,disafforests,VB,3,"2,1,0",<dis<<a<{(forest)},"91,18644068",296,452605,3,"6,63E-05","0,004634636181","96,42857143",309,1336429,1,"1,72E-05","0,003553221072","71,42857143",15,22985
29941,disavowed,JJ|VB,3,"2,1,0",<dis<<a<{(vow)},"26,77966102",296,452605,3,"6,63E-05","0,004634636181","32,79220779",309,1336429,1,"1,72E-05","0,003553221072",20,6,3839
29942,disavowing,VB|NN|JJ,3,"2,1,0",<dis<<a<{(vow)},"26,77966102",296,452605,3,"6,63E-05","0,004634636181","32,79220779",309,1336429,1,"1,72E-05","0,003553221072",20,6,3839
29943,disavows,VB,3,"2,1,0",<dis<<a<{(vow)},"26,77966102",296,452605,3,"6,63E-05","0,004634636181","32,79220779",309,1336429,1,"1,72E-05","0,003553221072",20,6,3839
29984,discomposed,VB,3,"2,1,0",<dis<{<co<(pose)},"91,18644068",296,452605,3,"6,63E-05","0,004634636181","95,93495935",370,1256048,2,"1,51E-05","0,002935269581","96,2962963",55,328330
29985,discomposes,VB,3,"2,1,0",<dis<{<co<(pose)},"91,18644068",296,452605,3,"6,63E-05","0,004634636181","95,93495935",370,1256048,2,"1,51E-05","0,002935269581","96,2962963",55,328330
29986,discomposing,VB,3,"2,1,0",<dis<{<co<(pose)},"91,18644068",296,452605,3,"6,63E-05","0,004634636181","95,93495935",370,1256048,2,"1,51E-05","0,002935269581","96,2962963",55,328330
30012,disembodies,VB,3,"2,1,0",<dis<<en<{(body)},"44,40677966",296,452605,3,"6,63E-05","0,004634636181","49,65986395",148,331620,2,"2,11E-05","0,001081415109","76,47058824",18,315957
30013,disembowels,VB,3,"2,1,0",<dis<<en<{(bowel)},"61,3559322",296,452605,3,"6,63E-05","0,004634636181","69,3877551",148,331620,2,"2,11E-05","0,001081415109",100,2,1785
30031,disembarked,VB,3,"2,1,0",<dis<{<en<(bark)},"50,50847458",296,452605,3,"6,63E-05","0,004634636181","59,18367347",148,331620,2,"2,11E-05","0,001081415109","37,5",9,8577
30032,disembarking,VB|NN,3,"2,1,0",<dis<{<en<(bark)},"50,50847458",296,452605,3,"6,63E-05","0,004634636181","59,18367347",148,331620,2,"2,11E-05","0,001081415109","37,5",9,8577
30033,disembarks,VB,3,"2,1,0",<dis<{<en<(bark)},"50,50847458",296,452605,3,"6,63E-05","0,004634636181","59,18367347",148,331620,2,"2,11E-05","0,001081415109","37,5",9,8577
30036,disembodying,VB|NN|JJ,3,"2,1,0",<dis<<en<{(body)},"44,40677966",296,452605,3,"6,63E-05","0,004634636181","49,65986395",148,331620,2,"2,11E-05","0,001081415109","76,47058824",18,315957
30037,disembowelled,JJ|VB,3,"2,1,0",<dis<<en<{(bowel)},"61,3559322",296,452605,3,"6,63E-05","0,004634636181","69,3877551",148,331620,2,"2,11E-05","0,001081415109",100,2,1785
30038,disembowelling,VB|NN|JJ,3,"2,1,0",<dis<<en<{(bowel)},"61,3559322",296,452605,3,"6,63E-05","0,004634636181","69,3877551",148,331620,2,"2,11E-05","0,001081415109",100,2,1785
30039,disembroil,VB,3,"2,1,0",<dis<{<en<(broil)},"91,18644068",296,452605,3,"6,63E-05","0,004634636181","93,87755102",148,331620,2,"2,11E-05","0,001081415109",100,4,769
30040,disembroiled,VB,3,"2,1,0",<dis<{<en<(broil)},"91,18644068",296,452605,3,"6,63E-05","0,004634636181","93,87755102",148,331620,2,"2,11E-05","0,001081415109",100,4,769
30041,disembroiling,VB,3,"2,1,0",<dis<{<en<(broil)},"91,18644068",296,452605,3,"6,63E-05","0,004634636181","93,87755102",148,331620,2,"2,11E-05","0,001081415109",100,4,769
30042,disembroils,VB,3,"2,1,0",<dis<{<en<(broil)},"91,18644068",296,452605,3,"6,63E-05","0,004634636181","93,87755102",148,331620,2,"2,11E-05","0,001081415109",100,4,769
30046,disencumber,VB,3,"2,1,0",<dis<{<en<(cumber)},"88,47457627",296,452605,3,"6,63E-05","0,004634636181","92,5170068",148,331620,2,"2,11E-05","0,001081415109",80,6,1486
30047,disencumbered,JJ|VB,3,"2,1,0",<dis<{<en<(cumber)},"88,47457627",296,452605,3,"6,63E-05","0,004634636181","92,5170068",148,331620,2,"2,11E-05","0,001081415109",80,6,1486
30048,disencumbering,JJ|VB|NN,3,"2,1,0",<dis<{<en<(cumber)},"88,47457627",296,452605,3,"6,63E-05","0,004634636181","92,5170068",148,331620,2,"2,11E-05","0,001081415109",80,6,1486
30049,disencumbers,VB,3,"2,1,0",<dis<{<en<(cumber)},"88,47457627",296,452605,3,"6,63E-05","0,004634636181","92,5170068",148,331620,2,"2,11E-05","0,001081415109",80,6,1486
30055,disenfranchises,VB,3,"2,1,0",<dis<<en<{(franchise)},"39,66101695",296,452605,3,"6,63E-05","0,004634636181","40,81632653",148,331620,2,"2,11E-05","0,001081415109","14,28571429",8,3518
30056,disenfranchising,VB|NN|JJ,3,"2,1,0",<dis<<en<{(franchise)},"39,66101695",296,452605,3,"6,63E-05","0,004634636181","40,81632653",148,331620,2,"2,11E-05","0,001081415109","14,28571429",8,3518
30060,disentangled,VB|JJ,3,"2,1,0",<dis<<en<{(tangle)},"53,55932203",296,452605,3,"6,63E-05","0,004634636181","63,26530612",148,331620,2,"2,11E-05","0,001081415109",80,6,4211
30061,disentangles,VB,3,"2,1,0",<dis<<en<{(tangle)},"53,55932203",296,452605,3,"6,63E-05","0,004634636181","63,26530612",148,331620,2,"2,11E-05","0,001081415109",80,6,4211
30062,disentangling,VB,3,"2,1,0",<dis<<en<{(tangle)},"53,55932203",296,452605,3,"6,63E-05","0,004634636181","63,26530612",148,331620,2,"2,11E-05","0,001081415109",80,6,4211
30230,derestrict,VB,3,"2,1,0",<de<{<re<(strict)},"85,03649635",275,559431,2,"4,65E-05","0,00401668469","91,36546185",499,2175658,2,"1,38E-05","0,004634636181","94,44444444",19,61851
30231,derestricted,VB|JJ,3,"2,1,0",<de<{<re<(strict)},"85,03649635",275,559431,2,"4,65E-05","0,00401668469","91,36546185",499,2175658,2,"1,38E-05","0,004634636181","94,44444444",19,61851
30232,derestricting,VB|NN,3,"2,1,0",<de<{<re<(strict)},"85,03649635",275,559431,2,"4,65E-05","0,00401668469","91,36546185",499,2175658,2,"1,38E-05","0,004634636181","94,44444444",19,61851
30233,derestricts,VB,3,"2,1,0",<de<{<re<(strict)},"85,03649635",275,559431,2,"4,65E-05","0,00401668469","91,36546185",499,2175658,2,"1,38E-05","0,004634636181","94,44444444",19,61851
30551,decomposed,JJ,3,"2,1,0",<de<{<co<(pose)},"21,53284672",275,559431,2,"4,65E-05","0,00401668469","39,83739837",370,1256048,2,"1,51E-05","0,002935269581","40,74074074",55,328330
30553,decompressed,VB|JJ,3,"2,1,0",<de<{<co<(press)},"12,40875912",275,559431,2,"4,65E-05","0,00401668469","26,82926829",370,1256048,2,"1,51E-05","0,002935269581","23,61111111",73,340039
30554,decompresses,NN|VB,3,"2,1,0",<de<{<co<(press)},"12,40875912",275,559431,2,"4,65E-05","0,00401668469","26,82926829",370,1256048,2,"1,51E-05","0,002935269581","23,61111111",73,340039
30555,decompressing,VB|NN,3,"2,1,0",<de<{<co<(press)},"12,40875912",275,559431,2,"4,65E-05","0,00401668469","26,82926829",370,1256048,2,"1,51E-05","0,002935269581","23,61111111",73,340039
32311,COPOLYMERS,NN,3,"2,1,0",<co<{<poly<(mer)},"88,07588076",370,1256048,2,"1,51E-05","0,002935269581",80,36,14921,4,"0,0002010589103","0,0004634636181",80,6,2253
38489,aftereffects,NN,3,"2,1,0",<after<{<e<(fect)},70,11,14290,5,0,0,"63,15789474",96,397964,1,"1,76E-05","0,001081415109","63,79310345",59,315367
40843,unperceived,JJ,3,"2,1,0",<un<{<per<(ceive)},"79,42283563",798,538545,2,"7,24E-05","0,006025027035","83,01886792",54,126209,3,"2,38E-05","0,0004634636181","78,94736842",20,181726
40855,unprejudiced,JJ,3,"2,1,0",<un<{<pre<(judic)},"59,84943538",798,538545,2,"7,24E-05","0,006025027035","67,1641791",135,155948,3,"0,000102598302","0,002471805963","64,70588235",18,16456
40857,unpremeditated,JJ,3,"2,1,0",<un<<pre<{(meditate)},"85,94730238",798,538545,2,"7,24E-05","0,006025027035","91,04477612",135,155948,3,"0,000102598302","0,002471805963",100,7,7649
40895,unrecognized,JJ,3,"2,1,0",<un<{<re<(cognize)},"22,33375157",798,538545,2,"7,24E-05","0,006025027035","44,17670683",499,2175658,2,"1,38E-05","0,004634636181","37,5",9,58976
40916,unresolved,JJ,3,"2,1,0",<un<{<re<(solve)},"12,04516939",798,538545,2,"7,24E-05","0,006025027035","31,92771084",499,2175658,2,"1,38E-05","0,004634636181","28,57142857",15,67167
40921,unrestrained,JJ,3,"2,1,0",<un<{<re<(strain)},"26,59974906",798,538545,2,"7,24E-05","0,006025027035","47,59036145",499,2175658,2,"1,38E-05","0,004634636181","55,55555556",10,28883
40922,unrestricted,JJ,3,"2,1,0",<un<{<re<(strict)},"10,66499373",798,538545,2,"7,24E-05","0,006025027035","29,31726908",499,2175658,2,"1,38E-05","0,004634636181","33,33333333",19,61851
41123,undepicted,VB,3,"2,1,0",<un<{<de<(picto)},"92,84818068",798,538545,2,"7,24E-05","0,006025027035","94,52554745",275,559431,2,"4,65E-05","0,00401668469","77,77777778",10,88886
41149,underexpose,VB,3,"2,1,0",<under<{<ex<(pose)},"56,04395604",92,78888,5,"5,07E-05","0,0006179514908","51,77304965",142,581016,2,"1,89E-05","0,0016993666","77,77777778",55,328330
41249,undeserved,JJ,3,"2,1,0",<un<{<de<(serve)},"35,6336261",798,538545,2,"7,24E-05","0,006025027035","41,97080292",275,559431,2,"4,65E-05","0,00401668469","47,61904762",43,651056
41267,undisclosed,JJ,3,"2,1,0",<un<{<dis<(close)},"30,36386449",798,538545,2,"7,24E-05","0,006025027035","41,01694915",296,452605,3,"6,63E-05","0,004634636181",80,16,188225
41268,undisguised,JJ,3,"2,1,0",<un<{<dis<(guise)},"61,10414053",798,538545,2,"7,24E-05","0,006025027035","63,72881356",296,452605,3,"6,63E-05","0,004634636181",100,3,5499
41322,unexpended,JJ,3,"2,1,0",<un<{<ex<(pend)},"80,55207026",798,538545,2,"7,24E-05","0,006025027035","81,56028369",142,581016,2,"1,89E-05","0,0016993666","96,96969697",34,169032
41323,unimpaired,JJ,3,"2,1,0",<un<{<im<(pair)},"63,98996236",798,538545,2,"7,24E-05","0,006025027035","61,49162861",658,610746,2,"4,26E-05","0,00401668469","91,66666667",13,56847
41325,unimpressed,JJ,3,"2,1,0",<un<{<in<(press)},"24,71769134",798,538545,2,"7,24E-05","0,006025027035","52,94117647",358,2402388,2,"6,66E-06","0,002471805963","41,66666667",73,340039
41377,unfulfilled,JJ,3,"2,1,0",<un<{<ful<(fill)},"32,99874529",798,538545,2,"7,24E-05","0,006025027035",100,3,10122,3,0,0,"83,33333333",7,68841
41434,unimposing,JJ,3,"2,1,0",<un<{<in<(pose)},"83,31242158",798,538545,2,"7,24E-05","0,006025027035","91,8767507",358,2402388,2,"6,66E-06","0,002471805963","90,74074074",55,328330
41440,uninhibited,JJ,3,"2,1,0",<un<{<in<(hibit)},"29,61104141",798,538545,2,"7,24E-05","0,006025027035","57,42296919",358,2402388,2,"6,66E-06","0,002471805963","55,55555556",19,40276
41447,uninspired,JJ,3,"2,1,0",<un<{<in<(spir)},"35,6336261",798,538545,2,"7,24E-05","0,006025027035","63,58543417",358,2402388,2,"6,66E-06","0,002471805963","62,5",17,20108
41449,unintended,JJ,3,"2,1,0",<un<{<in<(tend)},"19,94981179",798,538545,2,"7,24E-05","0,006025027035","47,05882353",358,2402388,2,"6,66E-06","0,002471805963","63,15789474",20,212044
41452,uninterrupted,JJ,3,"2,1,0",<un<{<inter<(rupt)},"21,07904642",798,538545,2,"7,24E-05","0,006025027035","38,9380531",114,343106,5,"8,74E-06","0,0004634636181",50,25,61032
41455,uninvolved,JJ,3,"2,1,0",<un<{<in<(volve)},"43,78920954",798,538545,2,"7,24E-05","0,006025027035","69,74789916",358,2402388,2,"6,66E-06","0,002471805963","82,35294118",18,158531
41703,unaccustomed,JJ,3,"2,1,0",<un<{<a<(custom)},"47,05144291",798,538545,2,"7,24E-05","0,006025027035","61,36363636",309,1336429,1,"1,72E-05","0,003553221072","83,33333333",7,92213
41708,unadjusted,JJ,3,"2,1,0",<un<{<a<(just)},"67,37766625",798,538545,2,"7,24E-05","0,006025027035","77,92207792",309,1336429,1,"1,72E-05","0,003553221072","90,47619048",22,1112386
41713,unaffected,JJ,3,"2,1,0",<un<{<a<(fect)},"15,05646173",798,538545,2,"7,24E-05","0,006025027035","29,87012987",309,1336429,1,"1,72E-05","0,003553221072","32,75862069",59,315367
41749,unavailing,JJ|VB|NN,3,"2,1,0",<un<{<a<(vail)},"72,1455458",798,538545,2,"7,24E-05","0,006025027035","83,44155844",309,1336429,1,"1,72E-05","0,003553221072","77,77777778",10,364349
