ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,PREF1_PFMF,PREF1_FamSize,PREF1_Freq_HAL,PREF1_length,PREF1_P,PREF1_P*,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*
2459,uncannily,RB,3,"1,1,1",<un<{(canny)}>ly>,"49,5608532",798,538545,2,"7,24E-05","0,006025027035","28,57142857",8,4296,"35,03624439",2898,3857999,2,"4,48E-05","0,02672640198"
2463,uncertainly,RB,3,"1,1,1",<un<{(certain)}>ly>,"46,29861982",798,538545,2,"7,24E-05","0,006025027035",75,9,164499,"32,55091474",2898,3857999,2,"4,48E-05","0,02672640198"
2464,uncertainness,NN,3,"1,1,1",<un<{(certain)}>ness>,"89,96235885",798,538545,2,"7,24E-05","0,006025027035",100,9,164499,"73,34943639",1243,181553,4,"0,0005838515475","0,01637571451"
2467,uncleanness,NN,3,"1,1,1",<un<{(clean)}>ness>,"63,98996236",798,538545,2,"7,24E-05","0,006025027035","88,88888889",10,60401,"27,45571659",1243,181553,4,"0,0005838515475","0,01637571451"
2471,uncompromisingly,RB,3,"1,1,1",<un<{(compromise)}>ly>,"74,7804266",798,538545,2,"7,24E-05","0,006025027035",100,3,9658,"59,06109769",2898,3857999,2,"4,48E-05","0,02672640198"
2473,unconscionably,RB,3,"1,1,1",<un<{(conscionable)}>y>,"74,7804266",798,538545,2,"7,24E-05","0,006025027035",100,2,214,"54,32595573",2486,3870233,1,"4,99E-05","0,02981615943"
2474,unconsciousness,NN,3,"1,1,1",<un<{(conscious)}>ness>,"24,96863237",798,538545,2,"7,24E-05","0,006025027035",60,11,22003,"6,199677939",1243,181553,4,"0,0005838515475","0,01637571451"
2481,uncouthly,RB,3,"1,1,1",<un<{(couth)}>ly>,"92,84818068",798,538545,2,"7,24E-05","0,006025027035",100,3,168,"86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
2482,uncouthness,NN,3,"1,1,1",<un<{(couth)}>ness>,"80,55207026",798,538545,2,"7,24E-05","0,006025027035",50,3,168,"51,36876006",1243,181553,4,"0,0005838515475","0,01637571451"
2495,undecidedly,RB,3,"1,1,1",<un<{(decide)}>ly>,"89,96235885",798,538545,2,"7,24E-05","0,006025027035","92,30769231",14,154821,"80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
2496,undecidedness,NN,3,"1,1,1",<un<{(decide)}>ness>,"92,84818068",798,538545,2,"7,24E-05","0,006025027035",100,14,154821,"81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
2498,underestimates,VB,3,"1,1,1",<under<{(esteem)>ate>},"13,18681319",92,78888,5,"5,07E-05","0,0006179514908","11,11111111",10,31093,"18,37606838",937,2569118,3,"2,65E-05","0,01050517534"
2506,underbidden,VB,3,"1,1,1",<under<{(bid)}>en>,"98,9010989",92,78888,5,"5,07E-05","0,0006179514908",100,10,226633,"95,56650246",204,655590,2,"1,68E-05","0,0016993666"
2510,undercarriages,NN,3,"1,1,1",<under<{(carry)>age>},"58,24175824",92,78888,5,"5,07E-05","0,0006179514908","66,66666667",10,107110,"74,07407407",82,257400,3,"1,94E-05","0,0007724393635"
2520,underestimating,VB|NN|JJ,3,"1,1,1",<under<{(esteem)>ate>},"13,18681319",92,78888,5,"5,07E-05","0,0006179514908","11,11111111",10,31093,"18,37606838",937,2569118,3,"2,65E-05","0,01050517534"
2530,underhandedly,RB,3,"1,1,1",<under<{(hand)}>ly>,"81,31868132",92,78888,5,"5,07E-05","0,0006179514908","76,66666667",61,232844,"52,84777356",2898,3857999,2,"4,48E-05","0,02672640198"
2531,underlain,VB,3,"1,1,1",<under<{(lay)}>n>,"85,71428571",92,78888,5,"5,07E-05","0,0006179514908",75,25,55753,"85,90604027",150,714837,1,"1,12E-05","0,001235902982"
2540,undernourishment,NN,3,"1,1,1",<under<{(nourish)}>ment>,"95,6043956",92,78888,5,"5,07E-05","0,0006179514908",80,6,1145,"94,07665505",288,1423689,4,"1,26E-05","0,002780781709"
2542,underpayment,NN,3,"1,1,1",<under<{(pay)}>ment>,"78,02197802",92,78888,5,"5,07E-05","0,0006179514908","92,30769231",27,289396,"80,13937282",288,1423689,4,"1,26E-05","0,002780781709"
2543,underpayments,NN,3,"1,1,1",<under<{(pay)}>ment>,"78,02197802",92,78888,5,"5,07E-05","0,0006179514908","92,30769231",27,289396,"80,13937282",288,1423689,4,"1,26E-05","0,002780781709"
2570,understatements,NN,3,"1,1,1",<under<{(state)}>ment>,"23,07692308",92,78888,5,"5,07E-05","0,0006179514908","24,13793103",30,451541,"34,14634146",288,1423689,4,"1,26E-05","0,002780781709"
2575,understudied,VB|JJ,3,"1,1,1",<under<{(stud)>y>},"50,54945055",92,78888,5,"5,07E-05","0,0006179514908","37,5",9,219676,"25,15090543",2486,3870233,1,"4,99E-05","0,02981615943"
2576,understudies,NN|VB,3,"1,1,1",<under<{(stud)>y>},"50,54945055",92,78888,5,"5,07E-05","0,0006179514908","37,5",9,219676,"25,15090543",2486,3870233,1,"4,99E-05","0,02981615943"
2577,understudying,VB|NN|JJ,3,"1,1,1",<under<{(stud)>y>},"50,54945055",92,78888,5,"5,07E-05","0,0006179514908","37,5",9,219676,"25,15090543",2486,3870233,1,"4,99E-05","0,02981615943"
2578,undertakers,NN,3,"1,1,1",<under<{(take)}>er>,"26,37362637",92,78888,5,"5,07E-05","0,0006179514908",50,31,614526,"23,27320722",2274,4569119,2,"3,55E-05","0,02502703538"
2585,underwritten,VB|JJ,3,"1,1,1",<under<{(write)>en>},"53,84615385",92,78888,5,"5,07E-05","0,0006179514908","73,68421053",20,938692,"60,591133",204,655590,2,"1,68E-05","0,0016993666"
2588,undesirables,NN,3,"1,1,1",<un<{(desire)}>able>,"7,402760351",798,538545,2,"7,24E-05","0,006025027035","28,57142857",8,61873,"9,184845006",872,1227992,4,"3,18E-05","0,006025027035"
2604,unearthly,JJ,3,"1,1,1",<un<{(earth)}>ly>,"38,39397742",798,538545,2,"7,24E-05","0,006025027035","36,84210526",20,77215,"27,5112185",2898,3857999,2,"4,48E-05","0,02672640198"
2609,unendingly,RB,3,"1,1,1",<un<{(end)}>ly>,"81,80677541",798,538545,2,"7,24E-05","0,006025027035","91,66666667",13,328521,"67,06938212",2898,3857999,2,"4,48E-05","0,02672640198"
2616,unevenly,RB,3,"1,1,1",<un<{(even)}>ly>,"34,7553325",798,538545,2,"7,24E-05","0,006025027035",50,7,494850,"24,95685192",2898,3857999,2,"4,48E-05","0,02672640198"
2617,unevenness,NN,3,"1,1,1",<un<{(even)}>ness>,"64,61731493",798,538545,2,"7,24E-05","0,006025027035","66,66666667",7,494850,"28,18035427",1243,181553,4,"0,0005838515475","0,01637571451"
2621,unfairly,RB,3,"1,1,1",<un<{(fair)}>ly>,"12,67252196",798,538545,2,"7,24E-05","0,006025027035","23,52941176",18,98719,"12,73731446",2898,3857999,2,"4,48E-05","0,02672640198"
2622,unfairness,NN,3,"1,1,1",<un<{(fair)}>ness>,"29,86198243",798,538545,2,"7,24E-05","0,006025027035","64,70588235",18,98719,"7,809983897",1243,181553,4,"0,0005838515475","0,01637571451"
2629,unfavourable,JJ,3,"1,1,1",<un<{(favour)}>able>,"52,69761606",798,538545,2,"7,24E-05","0,006025027035","57,14285714",8,12635,"49,94259472",872,1227992,4,"3,18E-05","0,006025027035"
2631,unfeelingly,RB,3,"1,1,1",<un<{(feel)}>ly>,"92,84818068",798,538545,2,"7,24E-05","0,006025027035",100,5,233518,"86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
2632,unfeignedly,RB,3,"1,1,1",<un<{(feign)}>ly>,"92,84818068",798,538545,2,"7,24E-05","0,006025027035",100,3,554,"86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
2635,unflaggingly,RB,3,"1,1,1",<un<{(flag)}>ly>,"81,80677541",798,538545,2,"7,24E-05","0,006025027035",100,7,23882,"67,06938212",2898,3857999,2,"4,48E-05","0,02672640198"
2638,unflinchingly,RB,3,"1,1,1",<un<{(flinch)}>ly>,"71,64366374",798,538545,2,"7,24E-05","0,006025027035",100,3,836,"55,36762168",2898,3857999,2,"4,48E-05","0,02672640198"
2648,ungenerously,RB,3,"1,1,1",<un<{(generous)}>ly>,"85,94730238",798,538545,2,"7,24E-05","0,006025027035",100,6,6130,"73,86952019",2898,3857999,2,"4,48E-05","0,02672640198"
2658,unhappier,JJ,3,"1,1,1",<un<{(happy)}>er>,"81,80677541",798,538545,2,"7,24E-05","0,006025027035",100,11,94636,"71,93136824",2274,4569119,2,"3,55E-05","0,02502703538"
2665,unholiness,NN,3,"1,1,1",<un<{(holy)}>ness>,"92,84818068",798,538545,2,"7,24E-05","0,006025027035",100,9,44389,"81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
2686,unkinder,JJ,3,"1,1,1",<un<{(kind)}>er>,"85,94730238",798,538545,2,"7,24E-05","0,006025027035","93,33333333",16,184876,"76,46282446",2274,4569119,2,"3,55E-05","0,02502703538"
2687,unkindest,JJ,3,"1,1,1",<un<{(kind)}>est>,"70,01254705",798,538545,2,"7,24E-05","0,006025027035","73,33333333",16,184876,"30,43478261",714,287086,3,"0,0002612457591","0,01158659045"
2688,unkindly,RB,3,"1,1,1",<un<{(kind)}>ly>,"61,60602258",798,538545,2,"7,24E-05","0,006025027035","66,66666667",16,184876,"45,25371074",2898,3857999,2,"4,48E-05","0,02672640198"
2695,unlearnt,JJ|VB,3,"1,1,1",<un<{(learn)}>t>,"89,96235885",798,538545,2,"7,24E-05","0,006025027035","83,33333333",7,139889,"93,75",49,133535,1,"2,25E-05","0,0004634636181"
2702,unloaders,NN,3,"1,1,1",<un<{(load)}>er>,"73,27478043",798,538545,2,"7,24E-05","0,006025027035","92,85714286",15,97063,"65,37615486",2274,4569119,2,"3,55E-05","0,02502703538"
2704,unloosen,VB,3,"1,1,1",<un<{(loose)}>en>,"79,42283563",798,538545,2,"7,24E-05","0,006025027035","88,88888889",10,34170,"87,19211823",204,655590,2,"1,68E-05","0,0016993666"
2705,unloosened,VB|JJ,3,"1,1,1",<un<{(loose)}>en>,"79,42283563",798,538545,2,"7,24E-05","0,006025027035","88,88888889",10,34170,"87,19211823",204,655590,2,"1,68E-05","0,0016993666"
2706,unloosening,VB,3,"1,1,1",<un<{(loose)}>en>,"79,42283563",798,538545,2,"7,24E-05","0,006025027035","88,88888889",10,34170,"87,19211823",204,655590,2,"1,68E-05","0,0016993666"
2707,unloosens,VB,3,"1,1,1",<un<{(loose)}>en>,"79,42283563",798,538545,2,"7,24E-05","0,006025027035","88,88888889",10,34170,"87,19211823",204,655590,2,"1,68E-05","0,0016993666"
2711,unmanly,JJ,3,"1,1,1",<un<{(man)}>ly>,"62,86072773",798,538545,2,"7,24E-05","0,006025027035","60,47619048",211,300379,"46,39282016",2898,3857999,2,"4,48E-05","0,02672640198"
2713,unmannerly,JJ,3,"1,1,1",<un<{(manner)}>ly>,"84,3161857",798,538545,2,"7,24E-05","0,006025027035",60,6,25763,"70,93545047",2898,3857999,2,"4,48E-05","0,02672640198"
2718,unmatchable,JJ,3,"1,1,1",<un<{(match)}>able>,"69,00878294",798,538545,2,"7,24E-05","0,006025027035",75,13,62749,"67,04936854",872,1227992,4,"3,18E-05","0,006025027035"
2719,unmentionables,NN,3,"1,1,1",<un<{(mention)}>able>,"44,41656211",798,538545,2,"7,24E-05","0,006025027035",50,5,120616,"43,62801378",872,1227992,4,"3,18E-05","0,006025027035"
2732,unparliamentary,JJ,3,"1,1,1",<un<{(parliament)}>ory>,"72,27101631",798,538545,2,"7,24E-05","0,006025027035",100,4,11343,"76,90140845",356,725186,3,"2,62E-05","0,002935269581"
2733,UNPATRONIZING,JJ,3,"1,1,1",<un<{(patron)}>ize>,"89,96235885",798,538545,2,"7,24E-05","0,006025027035",100,6,4763,"91,14219114",430,443161,3,"0,0001489300728","0,0101961996"
2743,unpractised,JJ,3,"1,1,1",<un<{(pract)>ize>},"89,96235885",798,538545,2,"7,24E-05","0,006025027035",85,21,100783,"91,14219114",430,443161,3,"0,0001489300728","0,0101961996"
2744,unprecedentedly,RB,3,"1,1,1",<un<{(precedent)}>ly>,"72,27101631",798,538545,2,"7,24E-05","0,006025027035",100,3,5478,"56,64480497",2898,3857999,2,"4,48E-05","0,02672640198"
2760,unrelentingly,RB,3,"1,1,1",<un<{(relent)}>ly>,"69,76160602",798,538545,2,"7,24E-05","0,006025027035",80,6,2803,"52,84777356",2898,3857999,2,"4,48E-05","0,02672640198"
2761,unrelievedly,RB,3,"1,1,1",<un<{(relieve)}>ly>,"84,3161857",798,538545,2,"7,24E-05","0,006025027035",100,3,4670,"70,93545047",2898,3857999,2,"4,48E-05","0,02672640198"
2762,unremittingly,RB,3,"1,1,1",<un<{(remit)}>ly>,"78,293601",798,538545,2,"7,24E-05","0,006025027035",100,5,1371,"62,37487056",2898,3857999,2,"4,48E-05","0,02672640198"
2773,unsavoury,JJ,3,"1,1,1",<un<{(savor)}>y>,"28,48180678",798,538545,2,"7,24E-05","0,006025027035",50,3,1404,"20,88531187",2486,3870233,1,"4,99E-05","0,02981615943"
2788,unseeingly,RB,3,"1,1,1",<un<{(see)}>ly>,"92,84818068",798,538545,2,"7,24E-05","0,006025027035",85,21,800097,"86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
2789,unseemliness,NN,3,"1,1,1",<un<{(seemly)}>ness>,"92,84818068",798,538545,2,"7,24E-05","0,006025027035",60,6,186,"81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
2802,unsociable,JJ,3,"1,1,1",<un<{(socio)>able>},"70,01254705",798,538545,2,"7,24E-05","0,006025027035",96,26,263518,"68,77152698",872,1227992,4,"3,18E-05","0,006025027035"
2804,unsparingly,RB,3,"1,1,1",<un<{(spare)}>ly>,"83,31242158",798,538545,2,"7,24E-05","0,006025027035","66,66666667",7,13098,"68,65723162",2898,3857999,2,"4,48E-05","0,02672640198"
2813,UNSTUFFY,JJ,3,"1,1,1",<un<{(stuff)}>y>,"92,84818068",798,538545,2,"7,24E-05","0,006025027035","88,88888889",10,146715,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943"
2815,unswervingly,RB,3,"1,1,1",<un<{(swerve)}>ly>,"76,41154329",798,538545,2,"7,24E-05","0,006025027035",100,3,510,"61,13220573",2898,3857999,2,"4,48E-05","0,02672640198"
2820,unthinkingly,RB,3,"1,1,1",<un<{(think)}>ly>,"51,56838143",798,538545,2,"7,24E-05","0,006025027035","66,66666667",10,746094,"37,07283397",2898,3857999,2,"4,48E-05","0,02672640198"
2821,untidier,JJ,3,"1,1,1",<un<{(tidy)}>er>,"89,96235885",798,538545,2,"7,24E-05","0,006025027035","88,88888889",10,1170,"81,91816982",2274,4569119,2,"3,55E-05","0,02502703538"
2822,untidiest,JJ,3,"1,1,1",<un<{(tidy)}>est>,"92,84818068",798,538545,2,"7,24E-05","0,006025027035",100,10,1170,"69,98597475",714,287086,3,"0,0002612457591","0,01158659045"
2823,untidily,RB,3,"1,1,1",<un<{(tidy)}>ly>,"84,3161857",798,538545,2,"7,24E-05","0,006025027035","77,77777778",10,1170,"70,93545047",2898,3857999,2,"4,48E-05","0,02672640198"
2826,untiringly,RB,3,"1,1,1",<un<{(tire)}>ly>,"79,42283563",798,538545,2,"7,24E-05","0,006025027035","87,5",9,35750,"64,10079392",2898,3857999,2,"4,48E-05","0,02672640198"
2827,untouchables,NN,3,"1,1,1",<un<{(touch)}>able>,"18,82057716",798,538545,2,"7,24E-05","0,006025027035","28,57142857",15,53553,"19,40298507",872,1227992,4,"3,18E-05","0,006025027035"
2828,untowardly,RB,3,"1,1,1",<un<{(toward)}>ly>,"89,96235885",798,538545,2,"7,24E-05","0,006025027035","66,66666667",4,64143,"80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
2829,untowardness,NN,3,"1,1,1",<un<{(toward)}>ness>,"92,84818068",798,538545,2,"7,24E-05","0,006025027035",100,4,64143,"81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
3187,ultramontane,JJ,3,"1,1,1",{<ultra<(mont)>ane>},100,6,1805,5,0,0,100,7,4370,0,1,4,3,0,0
3207,unadvisedly,RB,3,"1,1,1",<un<{(advise)}>ly>,"81,80677541",798,538545,2,"7,24E-05","0,006025027035","90,90909091",12,29494,"67,06938212",2898,3857999,2,"4,48E-05","0,02672640198"
3214,unassumingly,RB,3,"1,1,1",<un<{(assume)}>ly>,"89,96235885",798,538545,2,"7,24E-05","0,006025027035",100,3,85322,"80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
3222,unbecomingly,RB,3,"1,1,1",<un<{(become)}>ly>,"92,84818068",798,538545,2,"7,24E-05","0,006025027035",100,4,143379,"86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
3225,unbelievers,NN,3,"1,1,1",<un<{(believe)}>er>,"19,44792974",798,538545,2,"7,24E-05","0,006025027035","54,54545455",12,243960,"23,4491861",2274,4569119,2,"3,55E-05","0,02502703538"
3226,unbelievingly,RB,3,"1,1,1",<un<{(believe)}>ly>,"73,27478043",798,538545,2,"7,24E-05","0,006025027035",100,12,243960,"57,16258198",2898,3857999,2,"4,48E-05","0,02672640198"
3232,unblushingly,RB,3,"1,1,1",<un<{(blush)}>ly>,"89,96235885",798,538545,2,"7,24E-05","0,006025027035","66,66666667",4,2964,"80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
3258,trajectories,NN,3,"1,1,1",{<trans<(ject)>ory>},"28,07017544",58,115882,5,"5,18E-05","0,0009269272362","48,57142857",36,444648,"22,53521127",356,725186,3,"2,62E-05","0,002935269581"
3282,transalpine,JJ,3,"1,1,1",<trans<{(alp)}>ine>,"91,22807018",58,115882,5,"5,18E-05","0,0009269272362",100,3,3200,"93,10344828",30,18081,3,"0,000110613351","0,0003089757454"
3291,transcriptions,NN,3,"1,1,1",{<trans<(script)>ion>},"19,29824561",58,115882,5,"5,18E-05","0,0009269272362","31,70731707",42,343830,"24,34292866",1599,6530204,3,"9,03E-06","0,009114784489"
3299,transfigurations,NN,3,"1,1,1",<trans<{(figure)}>ion>,"61,40350877",58,115882,5,"5,18E-05","0,0009269272362","61,53846154",14,136039,"64,58072591",1599,6530204,3,"9,03E-06","0,009114784489"
3306,transformations,NN,3,"1,1,1",<trans<{(form)}>ion>,"8,771929825",58,115882,5,"5,18E-05","0,0009269272362","11,62790698",44,247116,"10,7008761",1599,6530204,3,"9,03E-06","0,009114784489"
3312,transgressions,NN,3,"1,1,1",{<trans<(gress)}>ion>,"29,8245614",58,115882,5,"5,18E-05","0,0009269272362",40,26,98632,"35,1689612",1599,6530204,3,"9,03E-06","0,009114784489"
3313,transgressor,NN,3,"1,1,1",{<trans<(gress)}>or>,"63,15789474",58,115882,5,"5,18E-05","0,0009269272362",72,26,98632,"69,44444444",289,937614,2,"9,60E-06","0,001390390854"
3314,transgressors,NN,3,"1,1,1",{<trans<(gress)}>or>,"63,15789474",58,115882,5,"5,18E-05","0,0009269272362",72,26,98632,"69,44444444",289,937614,2,"9,60E-06","0,001390390854"
3323,transliterates,VB,3,"1,1,1",{<trans<(litera)>ate>},"50,87719298",58,115882,5,"5,18E-05","0,0009269272362","47,61904762",22,48192,"49,67948718",937,2569118,3,"2,65E-05","0,01050517534"
3326,transliterate,VB,3,"1,1,1",{<trans<(litera)>ate>},"50,87719298",58,115882,5,"5,18E-05","0,0009269272362","47,61904762",22,48192,"49,67948718",937,2569118,3,"2,65E-05","0,01050517534"
3327,transliterated,VB|JJ,3,"1,1,1",{<trans<(litera)>ate>},"50,87719298",58,115882,5,"5,18E-05","0,0009269272362","47,61904762",22,48192,"49,67948718",937,2569118,3,"2,65E-05","0,01050517534"
3328,transliterating,VB|NN|JJ,3,"1,1,1",{<trans<(litera)>ate>},"50,87719298",58,115882,5,"5,18E-05","0,0009269272362","47,61904762",22,48192,"49,67948718",937,2569118,3,"2,65E-05","0,01050517534"
3332,transmigrated,VB|JJ,3,"1,1,1",<trans<{(migr)>ate>},"85,96491228",58,115882,5,"5,18E-05","0,0009269272362",100,13,30080,"87,82051282",937,2569118,3,"2,65E-05","0,01050517534"
3333,transmigrates,VB,3,"1,1,1",<trans<{(migr)>ate>},"85,96491228",58,115882,5,"5,18E-05","0,0009269272362",100,13,30080,"87,82051282",937,2569118,3,"2,65E-05","0,01050517534"
3334,transmigrating,VB|NN|JJ,3,"1,1,1",<trans<{(migr)>ate>},"85,96491228",58,115882,5,"5,18E-05","0,0009269272362",100,13,30080,"87,82051282",937,2569118,3,"2,65E-05","0,01050517534"
3342,transshipments,NN,3,"1,1,1",<trans<{(ship)}>ment>,"75,43859649",58,115882,5,"5,18E-05","0,0009269272362","58,82352941",35,184087,"74,91289199",288,1423689,4,"1,26E-05","0,002780781709"
3346,transmutable,JJ,3,"1,1,1",{<trans<(mute)}>able>,100,58,115882,5,"5,18E-05","0,0009269272362",100,14,9931,"93,22617681",872,1227992,4,"3,18E-05","0,006025027035"
3347,transmutations,NN,3,"1,1,1",{<trans<(mute)}>ion>,"26,31578947",58,115882,5,"5,18E-05","0,0009269272362","23,07692308",14,9931,"30,72590738",1599,6530204,3,"9,03E-06","0,009114784489"
3350,transparence,NN,3,"1,1,1",{<trans<(par)>ance>},"84,21052632",58,115882,5,"5,18E-05","0,0009269272362",75,21,34876,"79,19254658",323,977837,4,"7,16E-06","0,001081415109"
3355,transplantations,NN,3,"1,1,1",<trans<{(plant)}>ion>,"36,84210526",58,115882,5,"5,18E-05","0,0009269272362",40,11,58462,"37,42177722",1599,6530204,3,"9,03E-06","0,009114784489"
3357,transpolar,JJ,3,"1,1,1",<trans<{(pole)}>ar>,"94,73684211",58,115882,5,"5,18E-05","0,0009269272362","91,66666667",13,19505,"85,9375",129,533962,2,"7,49E-06","0,0006179514908"
3358,transportable,JJ,3,"1,1,1",{<trans<(port)}>able>,"57,89473684",58,115882,5,"5,18E-05","0,0009269272362","58,97435897",40,395451,"36,73938002",872,1227992,4,"3,18E-05","0,006025027035"
3359,transporters,NN,3,"1,1,1",{<trans<(port)}>er>,"17,54385965",58,115882,5,"5,18E-05","0,0009269272362","33,33333333",40,395451,"10,64672239",2274,4569119,2,"3,55E-05","0,02502703538"
3362,transpositions,NN,3,"1,1,1",<trans<{(pose)}>ion>,"54,38596491",58,115882,5,"5,18E-05","0,0009269272362","70,37037037",55,328330,"53,12891114",1599,6530204,3,"9,03E-06","0,009114784489"
3363,transsexuals,NN,3,"1,1,1",<trans<{(sex)}>al>,"31,57894737",58,115882,5,"5,18E-05","0,0009269272362","39,28571429",29,154904,"32,0979021",1431,4704731,2,"9,14E-06","0,006642978526"
3374,transvestites,NN,3,"1,1,1",{<trans<(vest)>ite>},"43,85964912",58,115882,5,"5,18E-05","0,0009269272362",50,9,58953,"40,90909091",45,228495,3,"8,75E-06","0,0003089757454"
