ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,PREF1_PFMF,PREF1_FamSize,PREF1_Freq_HAL,PREF1_length,PREF1_P,PREF1_P*,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*,SUFF2_PFMF,SUFF2_FamSize,SUFF2_Freq_HAL,SUFF2_length,SUFF2_P,SUFF2_P*
5319,subversiveness,NN,4,"1,1,2",{<sub<(vert)}>ive>>ness>,"86,66666667",106,323358,3,"1,86E-05","0,0009269272362",80,26,60266,"89,29188256",580,1037354,3,"1,74E-05","0,002780781709","62,56038647",1243,181553,4,"0,0005838515475","0,01637571451"
5486,superannuation,NN,4,"1,1,2",{<super<(ann)>ate>}>ion>,"57,14285714",57,39141,5,"0,0001277432871","0,0007724393635","68,18181818",23,49836,"75,64102564",937,2569118,3,"2,65E-05","0,01050517534","78,34793492",1599,6530204,3,"9,03E-06","0,009114784489"
5487,superannuations,NN,4,"1,1,2",{<super<(ann)>ate>}>ion>,"57,14285714",57,39141,5,"0,0001277432871","0,0007724393635","68,18181818",23,49836,"75,64102564",937,2569118,3,"2,65E-05","0,01050517534","78,34793492",1599,6530204,3,"9,03E-06","0,009114784489"
5495,superciliously,RB,4,"1,1,2",{<super<(cili)>ious>}>ly>,"78,57142857",57,39141,5,"0,0001277432871","0,0007724393635",50,3,98,"64,61038961",617,450833,4,"7,10E-05","0,004943611926","61,13220573",2898,3857999,2,"4,48E-05","0,02672640198"
5496,superciliousness,NN,4,"1,1,2",{<super<(cili)>ious>}>ness>,"85,71428571",57,39141,5,"0,0001277432871","0,0007724393635",100,3,98,"79,54545455",617,450833,4,"7,10E-05","0,004943611926","67,79388084",1243,181553,4,"0,0005838515475","0,01637571451"
5499,superficialities,NN,4,"1,1,2",{<super<(fici)>al>}>ity>,"41,07142857",57,39141,5,"0,0001277432871","0,0007724393635","66,66666667",4,2366,"60,90909091",1431,4704731,2,"9,14E-06","0,006642978526","56,99481865",580,1647588,3,"1,76E-05","0,004480148308"
5501,superfluously,RB,4,"1,1,2",{<super<(flu)>ious>}>ly>,"87,5",57,39141,5,"0,0001277432871","0,0007724393635","93,33333333",16,38118,"82,95454545",617,450833,4,"7,10E-05","0,004943611926","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
5502,superfluousness,NN,4,"1,1,2",{<super<(flu)>ious>}>ness>,"94,64285714",57,39141,5,"0,0001277432871","0,0007724393635",100,16,38118,"87,98701299",617,450833,4,"7,10E-05","0,004943611926","81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
5515,supernaturally,RB,4,"1,1,2",<super<{(nature)>al>}>ly>,"62,5",57,39141,5,"0,0001277432871","0,0007724393635","80,95238095",22,119108,"74,12587413",1431,4704731,2,"9,14E-06","0,006642978526","46,9796341",2898,3857999,2,"4,48E-05","0,02672640198"
5550,suppressiveness,NN,4,"1,1,2",{<su<(press)}>ive>>ness>,"93,33333333",16,116261,2,0,0,"88,88888889",73,340039,"87,91018998",580,1037354,3,"1,74E-05","0,002780781709","59,09822866",1243,181553,4,"0,0005838515475","0,01637571451"
5559,SUPRANATIONALISM,NN,4,"1,1,2",<super<{(nation)}>al>>ism>,"94,64285714",57,39141,5,"0,0001277432871","0,0007724393635","90,90909091",23,303858,"96,08391608",1431,4704731,2,"9,14E-06","0,006642978526","95,55555556",271,218200,3,"5,50E-05","0,001853854472"
5610,surrealistic,JJ,4,"1,1,2",{<sur<(real)}>ist>>ic>,"76,19047619",22,80598,3,0,0,"86,66666667",16,660297,"50,54229935",462,382916,3,"6,27E-05","0,003707708945","48,56860809",1014,1472797,2,"2,78E-05","0,006334002781"
8514,secessionists,NN,4,"1,1,2",{<se<(cess)>ion>}>ist>,"57,14285714",15,6736,2,0,0,"72,72727273",23,220761,"59,44931164",1599,6530204,3,"9,03E-06","0,009114784489","44,90238612",462,382916,3,"6,27E-05","0,003707708945"
8566,seductively,RB,4,"1,1,2",{<se<(duct)>ive>}>ly>,50,15,6736,2,0,0,"60,60606061",67,559015,"43,86873921",580,1037354,3,"1,74E-05","0,002780781709","25,44011046",2898,3857999,2,"4,48E-05","0,02672640198"
8567,seductiveness,NN,4,"1,1,2",{<se<(duct)>ive>}>ness>,"92,85714286",15,6736,2,0,0,"90,90909091",67,559015,"78,75647668",580,1037354,3,"1,74E-05","0,002780781709","38,647343",1243,181553,4,"0,0005838515475","0,01637571451"
10020,restrictively,RB,4,"1,1,2",{<re<(strict)}>ive>>ly>,"89,15662651",499,2175658,2,"1,38E-05","0,004634636181","83,33333333",19,61851,"82,9015544",580,1037354,3,"1,74E-05","0,002780781709","61,13220573",2898,3857999,2,"4,48E-05","0,02672640198"
10021,restrictiveness,NN,4,"1,1,2",{<re<(strict)}>ive>>ness>,"90,562249",499,2175658,2,"1,38E-05","0,004634636181","88,88888889",19,61851,"83,59240069",580,1037354,3,"1,74E-05","0,002780781709","47,26247987",1243,181553,4,"0,0005838515475","0,01637571451"
10049,retentively,RB,4,"1,1,2",{<re<(tent)>ive>}>ly>,"96,18473896",499,2175658,2,"1,38E-05","0,004634636181","88,88888889",10,37447,"92,74611399",580,1037354,3,"1,74E-05","0,002780781709","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
10093,retroactively,RB,4,"1,1,2",<retro<{(act)}>ive>>ly>,"23,07692308",14,3569,5,"0,0005603810591","0,0003089757454","55,17241379",59,716577,"36,09671848",580,1037354,3,"1,74E-05","0,002780781709","19,53745254",2898,3857999,2,"4,48E-05","0,02672640198"
10096,RETROGRADATIONS,NN,4,"1,1,2",<retro<{(grade)}>ate>>ion>,"76,92307692",14,3569,5,"0,0005603810591","0,0003089757454",100,9,83494,"96,47435897",937,2569118,3,"2,65E-05","0,01050517534","97,55944931",1599,6530204,3,"9,03E-06","0,009114784489"
10105,retrogressively,RB,4,"1,1,2",{<retro<(gress)}>ive>>ly>,"76,92307692",14,3569,5,"0,0005603810591","0,0003089757454",100,26,98632,"94,99136442",580,1037354,3,"1,74E-05","0,002780781709","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
10109,retrospectively,RB,4,"1,1,2",{<retro<(spect)}>ive>>ly>,"38,46153846",14,3569,5,"0,0005603810591","0,0003089757454",68,26,54264,"51,46804836",580,1037354,3,"1,74E-05","0,002780781709","31,61891612",2898,3857999,2,"4,48E-05","0,02672640198"
10126,revaluations,NN,4,"1,1,2",<re<{(value)}>ate>>ion>,"76,5060241",499,2175658,2,"1,38E-05","0,004634636181","81,25",17,171463,"75,10683761",937,2569118,3,"2,65E-05","0,01050517534","77,97246558",1599,6530204,3,"9,03E-06","0,009114784489"
10135,revengefully,RB,4,"1,1,2",{<re<(venge)}>ful>>ly>,"97,18875502",499,2175658,2,"1,38E-05","0,004634636181","88,88888889",10,19469,"92,98245614",343,429561,3,"5,82E-05","0,003862196818","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
