ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,PREF1_PFMF,PREF1_FamSize,PREF1_Freq_HAL,PREF1_length,PREF1_P,PREF1_P*,PREF2_PFMF,PREF2_FamSize,PREF2_Freq_HAL,PREF2_length,PREF2_P,PREF2_P*,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*
10690,reproducer,NN,4,"2,1,1",<re<{<pro<(duct)}>er>,"72,48995984",499,2175658,2,"1,38E-05","0,004634636181","72,03389831",119,1206582,3,"2,49E-06","0,0004634636181","71,21212121",67,559015,"49,05411351",2274,4569119,2,"3,55E-05","0,02502703538"
10691,reproducers,NN,4,"2,1,1",<re<{<pro<(duct)}>er>,"72,48995984",499,2175658,2,"1,38E-05","0,004634636181","72,03389831",119,1206582,3,"2,49E-06","0,0004634636181","71,21212121",67,559015,"49,05411351",2274,4569119,2,"3,55E-05","0,02502703538"
10825,readjustments,NN,4,"2,1,1",<re<{<a<(just)}>ment>,"64,25702811",499,2175658,2,"1,38E-05","0,004634636181","59,74025974",309,1336429,1,"1,72E-05","0,003553221072","76,19047619",22,1112386,"58,88501742",288,1423689,4,"1,26E-05","0,002780781709"
10828,reafforestation,NN,4,"2,1,1",<re<<a<{(forest)}>ion>,"94,37751004",499,2175658,2,"1,38E-05","0,004634636181","92,53246753",309,1336429,1,"1,72E-05","0,003553221072","57,14285714",15,22985,"94,68085106",1599,6530204,3,"9,03E-06","0,009114784489"
10862,reassurances,NN,4,"2,1,1",<re<{<a<(sure)}>ance>,"44,37751004",499,2175658,2,"1,38E-05","0,004634636181","38,63636364",309,1336429,1,"1,72E-05","0,003553221072","47,82608696",24,362162,"36,64596273",323,977837,4,"7,16E-06","0,001081415109"
10983,reconstructions,NN,4,"2,1,1",<re<{<co<(struct)}>ion>,"12,4497992",499,2175658,2,"1,38E-05","0,004634636181","17,07317073",370,1256048,2,"1,51E-05","0,002935269581","31,42857143",36,214564,"16,39549437",1599,6530204,3,"9,03E-06","0,009114784489"
11058,rediffusion,NN,4,"2,1,1",<re<{<di<(fuse)}>ion>,"79,91967871",499,2175658,2,"1,38E-05","0,004634636181","65,78947368",39,19621,2,"0,0002548290097","0,0007724393635","66,66666667",22,56151,"80,85106383",1599,6530204,3,"9,03E-06","0,009114784489"
11083,reduplicated,VB|JJ,4,"2,1,1",<re<{<du<(plic)>ate>},"84,73895582",499,2175658,2,"1,38E-05","0,004634636181",100,7,11303,2,"0,0001769441741","0,0003089757454","94,73684211",20,29024,"82,26495726",937,2569118,3,"2,65E-05","0,01050517534"
11084,reduplicates,VB,4,"2,1,1",<re<{<du<(plic)>ate>},"84,73895582",499,2175658,2,"1,38E-05","0,004634636181",100,7,11303,2,"0,0001769441741","0,0003089757454","94,73684211",20,29024,"82,26495726",937,2569118,3,"2,65E-05","0,01050517534"
11089,reduplicating,VB|NN|JJ,4,"2,1,1",<re<{<du<(plic)>ate>},"84,73895582",499,2175658,2,"1,38E-05","0,004634636181",100,7,11303,2,"0,0001769441741","0,0003089757454","94,73684211",20,29024,"82,26495726",937,2569118,3,"2,65E-05","0,01050517534"
15987,nonalignment,NN,4,"2,1,1",<non<{<a<(line)}>ment>,"70,42253521",72,16866,3,"0,0002964544053","0,0007724393635","93,83116883",309,1336429,1,"1,72E-05","0,003553221072","95,23809524",64,426769,"95,12195122",288,1423689,4,"1,26E-05","0,002780781709"
15992,nonconductors,NN,4,"2,1,1",<non<{<co<(duct)}>or>,"59,15492958",72,16866,3,"0,0002964544053","0,0007724393635","88,88888889",370,1256048,2,"1,51E-05","0,002935269581","92,42424242",67,559015,"88,19444444",289,937614,2,"9,60E-06","0,001390390854"
16005,NONREACTORS,NN,4,"2,1,1",<non<{<re<(act)}>or>,"77,46478873",72,16866,3,"0,0002964544053","0,0007724393635","97,18875502",499,2175658,2,"1,38E-05","0,004634636181","98,27586207",59,716577,"95,48611111",289,937614,2,"9,60E-06","0,001390390854"
17712,misapprehensions,NN,4,"2,1,1",<mis<{<a<(prehend)}>ion>,"47,27272727",111,103160,3,"0,0001260178364","0,002008342345","55,84415584",309,1336429,1,"1,72E-05","0,003553221072","47,61904762",22,23628,"60,32540676",1599,6530204,3,"9,03E-06","0,009114784489"
17713,misappropriated,VB|JJ,4,"2,1,1",<mis<{<a<(propri)>ate>},"54,54545455",111,103160,3,"0,0001260178364","0,002008342345","64,28571429",309,1336429,1,"1,72E-05","0,003553221072",80,11,84186,"65,70512821",937,2569118,3,"2,65E-05","0,01050517534"
17714,misappropriates,VB,4,"2,1,1",<mis<{<a<(propri)>ate>},"54,54545455",111,103160,3,"0,0001260178364","0,002008342345","64,28571429",309,1336429,1,"1,72E-05","0,003553221072",80,11,84186,"65,70512821",937,2569118,3,"2,65E-05","0,01050517534"
17717,misappropriating,VB,4,"2,1,1",<mis<{<a<(propri)>ate>},"54,54545455",111,103160,3,"0,0001260178364","0,002008342345","64,28571429",309,1336429,1,"1,72E-05","0,003553221072",80,11,84186,"65,70512821",937,2569118,3,"2,65E-05","0,01050517534"
21886,indispositions,NN,4,"2,1,1",<im<{<dis<(posit)>ion>},"71,38508371",658,610746,2,"4,26E-05","0,00401668469","73,89830508",296,452605,3,"6,63E-05","0,004634636181","93,75",17,238299,"87,359199",1599,6530204,3,"9,03E-06","0,009114784489"
21887,indissolubility,NN,4,"2,1,1",<im<<dis<{(soluble)}>ity>,"70,62404871",658,610746,2,"4,26E-05","0,00401668469","72,54237288",296,452605,3,"6,63E-05","0,004634636181","42,85714286",8,1337,"77,54749568",580,1647588,3,"1,76E-05","0,004480148308"
21889,indissolubly,RB,4,"2,1,1",<im<<dis<{(soluble)}>y>,"82,80060883",658,610746,2,"4,26E-05","0,00401668469","81,69491525",296,452605,3,"6,63E-05","0,004634636181","71,42857143",8,1337,"63,54124748",2486,3870233,1,"4,99E-05","0,02981615943"
21932,ineffaceable,JJ,4,"2,1,1",<im<{<e<(face)}>able>,"89,34550989",658,610746,2,"4,26E-05","0,00401668469","91,57894737",96,397964,1,"1,76E-05","0,001081415109","82,14285714",29,179045,"88,97818599",872,1227992,4,"3,18E-05","0,006025027035"
21952,inexpedience,NN,4,"2,1,1",<im<{<ex<(ped)>ance>},"92,54185693",658,610746,2,"4,26E-05","0,00401668469","94,32624113",142,581016,2,"1,89E-05","0,0016993666","93,75",17,10650,"95,0310559",323,977837,4,"7,16E-06","0,001081415109"
21957,inexpedient,JJ,4,"2,1,1",<im<{<ex<(ped)>ant>},"89,34550989",658,610746,2,"4,26E-05","0,00401668469","90,07092199",142,581016,2,"1,89E-05","0,0016993666","81,25",17,10650,"94,16846652",464,1534593,3,"7,82E-06","0,001853854472"
22321,imperfectly,RB,4,"2,1,1",<im<{<per<(fect)}>ly>,"39,7260274",658,610746,2,"4,26E-05","0,00401668469","45,28301887",54,126209,3,"2,38E-05","0,0004634636181","53,44827586",59,315367,"28,92647566",2898,3857999,2,"4,48E-05","0,02672640198"
22417,improvidence,NN,4,"2,1,1",<im<{<pro<(vide)>ance>},"89,34550989",658,610746,2,"4,26E-05","0,00401668469","93,22033898",119,1206582,3,"2,49E-06","0,0004634636181",100,14,282157,"93,47826087",323,977837,4,"7,16E-06","0,001081415109"
22418,improvident,JJ,4,"2,1,1",<im<{<pro<(vide)>ant>},"66,81887367",658,610746,2,"4,26E-05","0,00401668469","81,3559322",119,1206582,3,"2,49E-06","0,0004634636181","69,23076923",14,282157,"77,96976242",464,1534593,3,"7,82E-06","0,001853854472"
22451,inappreciable,JJ,4,"2,1,1",<im<{<a<(preci)>able>},"92,54185693",658,610746,2,"4,26E-05","0,00401668469","96,42857143",309,1336429,1,"1,72E-05","0,003553221072",90,11,119393,"93,22617681",872,1227992,4,"3,18E-05","0,006025027035"
22525,incommensurable,JJ,4,"2,1,1",<im<{<co<(mensur)>able>},"58,90410959",658,610746,2,"4,26E-05","0,00401668469","75,33875339",370,1256048,2,"1,51E-05","0,002935269581",20,6,2016,"58,55338691",872,1227992,4,"3,18E-05","0,006025027035"
22541,inconvertible,JJ,4,"2,1,1",<im<{<co<(vert)}>able>,"89,34550989",658,610746,2,"4,26E-05","0,00401668469","93,76693767",370,1256048,2,"1,51E-05","0,002935269581",88,26,60266,"88,97818599",872,1227992,4,"3,18E-05","0,006025027035"
29347,disinfectants,NN,4,"2,1,1",<dis<{<in<(fect)}>ant>,"22,71186441",296,452605,3,"6,63E-05","0,004634636181","37,25490196",358,2402388,2,"6,66E-06","0,002471805963","31,03448276",59,315367,"29,15766739",464,1534593,3,"7,82E-06","0,001853854472"
29350,disinfectant,NN|JJ,4,"2,1,1",<dis<{<in<(fect)}>ant>,"22,71186441",296,452605,3,"6,63E-05","0,004634636181","37,25490196",358,2402388,2,"6,66E-06","0,002471805963","31,03448276",59,315367,"29,15766739",464,1534593,3,"7,82E-06","0,001853854472"
29357,disinflation,NN,4,"2,1,1",<dis<{<in<(flate)}>ion>,"88,47457627",296,452605,3,"6,63E-05","0,004634636181","93,83753501",358,2402388,2,"6,66E-06","0,002471805963",100,12,11443,"96,05757196",1599,6530204,3,"9,03E-06","0,009114784489"
29361,disinheritance,NN,4,"2,1,1",<dis<{<in<(herit)}>ance>,"85,42372881",296,452605,3,"6,63E-05","0,004634636181","93,27731092",358,2402388,2,"6,66E-06","0,002471805963",100,10,18423,"90,68322981",323,977837,4,"7,16E-06","0,001081415109"
29914,disafforestation,NN,4,"2,1,1",<dis<<a<{(forest)}>ion>,"91,18644068",296,452605,3,"6,63E-05","0,004634636181","96,42857143",309,1336429,1,"1,72E-05","0,003553221072","71,42857143",15,22985,"97,55944931",1599,6530204,3,"9,03E-06","0,009114784489"
29936,disassociated,VB|JJ,4,"2,1,1",<dis<{<a<(socio)>ate>},"41,3559322",296,452605,3,"6,63E-05","0,004634636181","46,75324675",309,1336429,1,"1,72E-05","0,003553221072",68,26,263518,"50,21367521",937,2569118,3,"2,65E-05","0,01050517534"
29937,disassociates,VB,4,"2,1,1",<dis<{<a<(socio)>ate>},"41,3559322",296,452605,3,"6,63E-05","0,004634636181","46,75324675",309,1336429,1,"1,72E-05","0,003553221072",68,26,263518,"50,21367521",937,2569118,3,"2,65E-05","0,01050517534"
29938,disassociating,VB|NN|JJ,4,"2,1,1",<dis<{<a<(socio)>ate>},"41,3559322",296,452605,3,"6,63E-05","0,004634636181","46,75324675",309,1336429,1,"1,72E-05","0,003553221072",68,26,263518,"50,21367521",937,2569118,3,"2,65E-05","0,01050517534"
30226,derequisition,NN,4,"2,1,1",<de<{<re<(quire)}>ion>,"94,52554745",275,559431,2,"4,65E-05","0,00401668469","97,18875502",499,2175658,2,"1,38E-05","0,004634636181",96,26,311285,"97,55944931",1599,6530204,3,"9,03E-06","0,009114784489"
30227,derequisitioned,JJ,4,"2,1,1",<de<{<re<(quire)}>ion>,"94,52554745",275,559431,2,"4,65E-05","0,00401668469","97,18875502",499,2175658,2,"1,38E-05","0,004634636181",96,26,311285,"97,55944931",1599,6530204,3,"9,03E-06","0,009114784489"
30228,derequisitioning,VB,4,"2,1,1",<de<{<re<(quire)}>ion>,"94,52554745",275,559431,2,"4,65E-05","0,00401668469","97,18875502",499,2175658,2,"1,38E-05","0,004634636181",96,26,311285,"97,55944931",1599,6530204,3,"9,03E-06","0,009114784489"
30229,derequisitions,NN,4,"2,1,1",<de<{<re<(quire)}>ion>,"94,52554745",275,559431,2,"4,65E-05","0,00401668469","97,18875502",499,2175658,2,"1,38E-05","0,004634636181",96,26,311285,"97,55944931",1599,6530204,3,"9,03E-06","0,009114784489"
30279,desegregates,VB,4,"2,1,1",<de<{<se<(greg)>ate>},"70,4379562",275,559431,2,"4,65E-05","0,00401668469","85,71428571",15,6736,2,0,0,"68,75",17,31035,"77,13675214",937,2569118,3,"2,65E-05","0,01050517534"
30280,desegregating,VB|NN|JJ,4,"2,1,1",<de<{<se<(greg)>ate>},"70,4379562",275,559431,2,"4,65E-05","0,00401668469","85,71428571",15,6736,2,0,0,"68,75",17,31035,"77,13675214",937,2569118,3,"2,65E-05","0,01050517534"
36744,bicentenaries,NN,4,"2,1,1",<bi<{<centi<(ann)>ory>},"82,5",41,20132,2,"4,97E-05","0,0001544878727",80,11,3205,5,"0,0003120124805","0,0001544878727","90,90909091",23,49836,"80,56338028",356,725186,3,"2,62E-05","0,002935269581"
36745,bicentenary,NN,4,"2,1,1",<bi<{<centi<(ann)>ory>},"82,5",41,20132,2,"4,97E-05","0,0001544878727",80,11,3205,5,"0,0003120124805","0,0001544878727","90,90909091",23,49836,"80,56338028",356,725186,3,"2,62E-05","0,002935269581"
36746,bicentennials,NN,4,"2,1,1",<bi<{<centi<(ann)>al>},"32,5",41,20132,2,"4,97E-05","0,0001544878727",60,11,3205,5,"0,0003120124805","0,0001544878727","54,54545455",23,49836,"52,58741259",1431,4704731,2,"9,14E-06","0,006642978526"
38102,ANTIREDEPOSITION,NN,4,"2,1,1",<anti<<re<{(deposit)}>ion>,"83,78378378",38,9922,4,"0,0001007861318","0,0001544878727","97,18875502",499,2175658,2,"1,38E-05","0,004634636181",100,6,10178,"97,55944931",1599,6530204,3,"9,03E-06","0,009114784489"
40583,vasectomy,NN,4,"2,1,1",{<vas<<ec<(tom)>y>},0,1,417,3,0,0,"33,33333333",4,1718,2,0,0,"28,57142857",15,67254,"18,5110664",2486,3870233,1,"4,99E-05","0,02981615943"
40803,unmistakable,JJ,4,"2,1,1",<un<{<mis<(take)}>able>,"22,83563363",798,538545,2,"7,24E-05","0,006025027035","29,09090909",111,103160,3,"0,0001260178364","0,002008342345","53,33333333",31,614526,"22,3880597",872,1227992,4,"3,18E-05","0,006025027035"
40824,unobtainable,JJ,4,"2,1,1",<un<{<ob<(tain)}>able>,"42,15809285",798,538545,2,"7,24E-05","0,006025027035","58,33333333",25,170778,2,"1,17E-05","0,0003089757454","82,35294118",18,225416,"42,25028703",872,1227992,4,"3,18E-05","0,006025027035"
40825,unobtrusive,JJ,4,"2,1,1",<un<{<ob<(trude)}>ive>,"35,88456713",798,538545,2,"7,24E-05","0,006025027035","45,83333333",25,170778,2,"1,17E-05","0,0003089757454","33,33333333",19,7281,"43,69602763",580,1037354,3,"1,74E-05","0,002780781709"
40853,unpredictable,JJ,4,"2,1,1",<un<{<pre<(dict)}>able>,"7,779171895",798,538545,2,"7,24E-05","0,006025027035","14,92537313",135,155948,3,"0,000102598302","0,002471805963","28,94736842",39,77658,"9,299655568",872,1227992,4,"3,18E-05","0,006025027035"
40867,unproductive,JJ,4,"2,1,1",<un<{<pro<(duct)}>ive>,"20,20075282",798,538545,2,"7,24E-05","0,006025027035","44,91525424",119,1206582,3,"2,49E-06","0,0004634636181","46,96969697",67,559015,"30,56994819",580,1037354,3,"1,74E-05","0,002780781709"
40894,unrecognizable,JJ,4,"2,1,1",<un<{<re<(cognize)}>able>,"34,25345044",798,538545,2,"7,24E-05","0,006025027035","55,82329317",499,2175658,2,"1,38E-05","0,004634636181","62,5",9,58976,"33,06544202",872,1227992,4,"3,18E-05","0,006025027035"
40902,unreflective,JJ,4,"2,1,1",<un<{<re<(flect)}>ive>,"76,41154329",798,538545,2,"7,24E-05","0,006025027035","89,15662651",499,2175658,2,"1,38E-05","0,004634636181",100,14,38887,"82,9015544",580,1037354,3,"1,74E-05","0,002780781709"
41012,unsurmountable,JJ,4,"2,1,1",<un<{<sur<(mount)}>able>,"66,24843162",798,538545,2,"7,24E-05","0,006025027035","90,47619048",22,80598,3,0,0,"72,72727273",12,116277,"64,29391504",872,1227992,4,"3,18E-05","0,006025027035"
41016,unsympathetic,JJ,4,"2,1,1",<un<{<sym<(patho)>ic>},"36,63739021",798,538545,2,"7,24E-05","0,006025027035","63,63636364",12,14606,3,0,0,"39,58333333",49,81153,"42,44817374",1014,1472797,2,"2,78E-05","0,006334002781"
41150,underexposure,NN,4,"2,1,1",<under<{<ex<(pose)}>ure>,"69,23076923",92,78888,5,"5,07E-05","0,0006179514908","64,53900709",142,581016,2,"1,89E-05","0,0016993666","83,33333333",55,328330,"79,3814433",98,541479,3,"3,69E-06","0,0003089757454"
41192,underproduction,NN,4,"2,1,1",<under<{<pro<(duct)}>ion>,"93,40659341",92,78888,5,"5,07E-05","0,0006179514908","88,13559322",119,1206582,3,"2,49E-06","0,0004634636181","95,45454545",67,559015,"93,6795995",1599,6530204,3,"9,03E-06","0,009114784489"
41311,unenlightened,JJ,4,"2,1,1",<un<<en<{(light)}>en>,"29,36010038",798,538545,2,"7,24E-05","0,006025027035","40,13605442",148,331620,2,"2,11E-05","0,001081415109","47,72727273",45,176000,"45,81280788",204,655590,2,"1,68E-05","0,0016993666"
41358,unforeseen,JJ,4,"2,1,1",<un<<fore<{(see)}>n>,"31,99498118",798,538545,2,"7,24E-05","0,006025027035","40,32258065",63,53054,4,"0,000113092321","0,0009269272362",45,21,800097,"47,65100671",150,714837,1,"1,12E-05","0,001235902982"
41435,unimpressive,JJ,4,"2,1,1",<un<{<in<(press)}>ive>,"39,39774153",798,538545,2,"7,24E-05","0,006025027035","66,66666667",358,2402388,2,"6,66E-06","0,002471805963","48,61111111",73,340039,"47,84110535",580,1037354,3,"1,74E-05","0,002780781709"
41437,uninfluenced,JJ,4,"2,1,1",<un<{<in<(flu)>ance>},"67,62860728",798,538545,2,"7,24E-05","0,006025027035","83,19327731",358,2402388,2,"6,66E-06","0,002471805963",80,16,38118,"75,77639752",323,977837,4,"7,16E-06","0,001081415109"
41439,uninhabitable,JJ,4,"2,1,1",<un<{<in<(habit)}>able>,"49,30991217",798,538545,2,"7,24E-05","0,006025027035","72,26890756",358,2402388,2,"6,66E-06","0,002471805963","62,5",17,20488,"47,99081515",872,1227992,4,"3,18E-05","0,006025027035"
41443,uninjectable,JJ,4,"2,1,1",<un<{<in<(ject)}>able>,"92,84818068",798,538545,2,"7,24E-05","0,006025027035","96,07843137",358,2402388,2,"6,66E-06","0,002471805963",100,36,444648,"93,22617681",872,1227992,4,"3,18E-05","0,006025027035"
41453,uninterruptedly,RB,4,"2,1,1",<un<{<inter<(rupt)}>ly>,"80,55207026",798,538545,2,"7,24E-05","0,006025027035","91,15044248",114,343106,5,"8,74E-06","0,0004634636181","87,5",25,61032,"65,44701415",2898,3857999,2,"4,48E-05","0,02672640198"
41700,unaccompanied,JJ,4,"2,1,1",<un<{<a<(compan)>y>},"40,27603513",798,538545,2,"7,24E-05","0,006025027035","55,51948052",309,1336429,1,"1,72E-05","0,003553221072",75,9,252682,"27,04225352",2486,3870233,1,"4,99E-05","0,02981615943"
41730,unappreciated,JJ,4,"2,1,1",<un<{<a<(preci)>ate>},"47,30238394",798,538545,2,"7,24E-05","0,006025027035","62,66233766",309,1336429,1,"1,72E-05","0,003553221072",70,11,119393,"64,95726496",937,2569118,3,"2,65E-05","0,01050517534"
41734,unashamedly,RB,4,"2,1,1",<un<<a<{(shame)}>ly>,"47,55332497",798,538545,2,"7,24E-05","0,006025027035","62,98701299",309,1336429,1,"1,72E-05","0,003553221072","54,54545455",12,18366,"33,51743183",2898,3857999,2,"4,48E-05","0,02672640198"
41743,unattainable,JJ,4,"2,1,1",<un<{<at<(tain)}>able>,"37,13927227",798,538545,2,"7,24E-05","0,006025027035",0,1,201,2,0,0,"76,47058824",18,225416,"36,62456946",872,1227992,4,"3,18E-05","0,006025027035"
41748,unavailable,JJ,4,"2,1,1",<un<{<a<(vail)}>able>,"3,638644918",798,538545,2,"7,24E-05","0,006025027035","16,55844156",309,1336429,1,"1,72E-05","0,003553221072","44,44444444",10,364349,"5,396096441",872,1227992,4,"3,18E-05","0,006025027035"
41872,undependable,JJ,4,"2,1,1",<un<{<de<(pend)}>able>,"63,23713927",798,538545,2,"7,24E-05","0,006025027035","70,4379562",275,559431,2,"4,65E-05","0,00401668469","84,84848485",34,169032,"61,19402985",872,1227992,4,"3,18E-05","0,006025027035"
43812,superintendent,NN,4,"2,1,1",{<super<<in<(tend)}>ant>,"19,64285714",57,39141,5,"0,0001277432871","0,0007724393635","40,89635854",358,2402388,2,"6,66E-06","0,002471805963","57,89473684",20,212044,"33,04535637",464,1534593,3,"7,82E-06","0,001853854472"
43816,superintendents,NN,4,"2,1,1",{<super<<in<(tend)}>ant>,"19,64285714",57,39141,5,"0,0001277432871","0,0007724393635","40,89635854",358,2402388,2,"6,66E-06","0,002471805963","57,89473684",20,212044,"33,04535637",464,1534593,3,"7,82E-06","0,001853854472"
44214,subcommittee,NN,4,"2,1,1",<sub<{<co<(mitt)>ee>},"16,19047619",106,323358,3,"1,86E-05","0,0009269272362","27,37127371",370,1256048,2,"1,51E-05","0,002935269581","16,66666667",7,39916,"14,89361702",48,130049,2,"1,54E-05","0,0003089757454"
47453,semiconductor,NN,4,"2,1,1",<semi<{<co<(duct)}>or>,0,21,7889,4,"0,0007605526683","0,0009269272362","13,82113821",370,1256048,2,"1,51E-05","0,002935269581","15,15151515",67,559015,"13,88888889",289,937614,2,"9,60E-06","0,001390390854"
49368,reproducible,JJ,4,"2,1,1",<re<{<pro<(duct)}>able>,"44,57831325",499,2175658,2,"1,38E-05","0,004634636181","48,30508475",119,1206582,3,"2,49E-06","0,0004634636181","51,51515152",67,559015,"22,15843858",872,1227992,4,"3,18E-05","0,006025027035"
49373,reproduction,NN,4,"2,1,1",<re<{<pro<(duct)}>ion>,"11,04417671",499,2175658,2,"1,38E-05","0,004634636181","21,18644068",119,1206582,3,"2,49E-06","0,0004634636181","22,72727273",67,559015,"15,70713392",1599,6530204,3,"9,03E-06","0,009114784489"
49374,reproductions,NN,4,"2,1,1",<re<{<pro<(duct)}>ion>,"11,04417671",499,2175658,2,"1,38E-05","0,004634636181","21,18644068",119,1206582,3,"2,49E-06","0,0004634636181","22,72727273",67,559015,"15,70713392",1599,6530204,3,"9,03E-06","0,009114784489"
49375,reproductive,JJ,4,"2,1,1",<re<{<pro<(duct)}>ive>,"21,8875502",499,2175658,2,"1,38E-05","0,004634636181","31,3559322",119,1206582,3,"2,49E-06","0,0004634636181","28,78787879",67,559015,"15,19861831",580,1037354,3,"1,74E-05","0,002780781709"
