ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,PREF1_PFMF,PREF1_FamSize,PREF1_Freq_HAL,PREF1_length,PREF1_P,PREF1_P*,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL
2249,upbraided,VB|JJ,2,"1,1,0",<up<{(braid)},"83,67346939",50,208046,2,"4,81E-06","0,0001544878727",100,2,1252
2250,upbraiding,VB|NN|JJ,2,"1,1,0",<up<{(braid)},"83,67346939",50,208046,2,"4,81E-06","0,0001544878727",100,2,1252
2251,upbraids,VB,2,"1,1,0",<up<{(braid)},"83,67346939",50,208046,2,"4,81E-06","0,0001544878727",100,2,1252
2252,updates,VB,2,"1,1,0",<up<{(date)},0,50,208046,2,"4,81E-06","0,0001544878727",10,11,273281
2253,updating,VB|NN,2,"1,1,0",<up<{(date)},0,50,208046,2,"4,81E-06","0,0001544878727",10,11,273281
2254,upended,VB|JJ,2,"1,1,0",<up<{(end)},"73,46938776",50,208046,2,"4,81E-06","0,0001544878727","83,33333333",13,328521
2255,upending,VB|NN,2,"1,1,0",<up<{(end)},"73,46938776",50,208046,2,"4,81E-06","0,0001544878727","83,33333333",13,328521
2256,upends,VB,2,"1,1,0",<up<{(end)},"73,46938776",50,208046,2,"4,81E-06","0,0001544878727","83,33333333",13,328521
2257,upgrades,VB,2,"1,1,0",<up<{(grade)},"2,040816327",50,208046,2,"4,81E-06","0,0001544878727",0,9,83494
2262,upholstering,VB|NN|JJ,2,"1,1,0",{<up<(holster)},"69,3877551",50,208046,2,"4,81E-06","0,0001544878727",40,6,1021
2263,upholsters,VB,2,"1,1,0",{<up<(holster)},"69,3877551",50,208046,2,"4,81E-06","0,0001544878727",40,6,1021
2264,UPLANDS,NN,2,"1,1,0",<up<(land),"71,42857143",50,208046,2,"4,81E-06","0,0001544878727","62,06896552",59,140623
2265,uplifted,VB|JJ,2,"1,1,0",<up<{(lift)},"28,57142857",50,208046,2,"4,81E-06","0,0001544878727","11,11111111",10,21714
2266,uplifts,VB,2,"1,1,0",<up<{(lift)},"28,57142857",50,208046,2,"4,81E-06","0,0001544878727","11,11111111",10,21714
2276,uprights,NN,2,"1,1,0",<up<{(right)},"12,24489796",50,208046,2,"4,81E-06","0,0001544878727","22,72727273",23,556722
2279,uproars,NN,2,"1,1,0",<up<{(roar)},"36,73469388",50,208046,2,"4,81E-06","0,0001544878727","33,33333333",4,3743
2280,uprooting,VB|NN,2,"1,1,0",<up<{(root)},"46,93877551",50,208046,2,"4,81E-06","0,0001544878727","28,57142857",8,42741
2281,uprose,VB,2,"1,1,0",<up<{(rose)},100,50,208046,2,"4,81E-06","0,0001544878727","86,66666667",16,33032
2282,UPSHOTS,NN,2,"1,1,0",<up<{(shot)},"44,89795918",50,208046,2,"4,81E-06","0,0001544878727",50,13,69980
2284,upstaged,VB|JJ,2,"1,1,0",<up<{(stage)},"63,26530612",50,208046,2,"4,81E-06","0,0001544878727","36,36363636",12,41650
2285,upstaging,VB|NN|JJ,2,"1,1,0",<up<{(stage)},"63,26530612",50,208046,2,"4,81E-06","0,0001544878727","36,36363636",12,41650
2286,upstarts,NN,2,"1,1,0",<up<{(start)},"51,02040816",50,208046,2,"4,81E-06","0,0001544878727",50,5,367765
2287,upsurges,NN,2,"1,1,0",<up<{(surge)},"59,18367347",50,208046,2,"4,81E-06","0,0001544878727",75,5,9409
2288,upswings,NN,2,"1,1,0",<up<{(swing)},"61,2244898",50,208046,2,"4,81E-06","0,0001544878727",50,5,12008
2290,UPTREND,NN,2,"1,1,0",<up<{(trend)},"67,34693878",50,208046,2,"4,81E-06","0,0001544878727","28,57142857",8,15014
2291,upturns,NN,2,"1,1,0",<up<{(turn)},"55,10204082",50,208046,2,"4,81E-06","0,0001544878727",50,17,195606
2448,unbosoms,VB,2,"1,1,0",<un<{(bosom)},"92,84818068",798,538545,2,"7,24E-05","0,006025027035",100,3,623
2450,unbuckled,VB|JJ,2,"1,1,0",<un<{(buckle)},"41,27979925",798,538545,2,"7,24E-05","0,006025027035","33,33333333",4,3034
2451,unbuckles,VB,2,"1,1,0",<un<{(buckle)},"41,27979925",798,538545,2,"7,24E-05","0,006025027035","33,33333333",4,3034
2452,unbuckling,VB|NN|JJ,2,"1,1,0",<un<{(buckle)},"41,27979925",798,538545,2,"7,24E-05","0,006025027035","33,33333333",4,3034
2453,unburdening,VB,2,"1,1,0",<un<{(burden)},"54,95608532",798,538545,2,"7,24E-05","0,006025027035",60,6,9662
2454,unburdens,VB,2,"1,1,0",<un<{(burden)},"54,95608532",798,538545,2,"7,24E-05","0,006025027035",60,6,9662
2455,unbuttoned,JJ|VB,2,"1,1,0",<un<{(button)},"20,70263488",798,538545,2,"7,24E-05","0,006025027035","33,33333333",4,42996
2456,UNCALLED,JJ,2,"1,1,0",<un<{(call)},"20,45169385",798,538545,2,"7,24E-05","0,006025027035","33,33333333",10,565465
2469,uncoloured,JJ,2,"1,1,0",<un<{(color)},"60,72772898",798,538545,2,"7,24E-05","0,006025027035","57,14285714",15,127890
2475,uncorking,VB|NN,2,"1,1,0",<un<{(cork)},"50,81555834",798,538545,2,"7,24E-05","0,006025027035",50,5,2010
2476,uncorks,VB,2,"1,1,0",<un<{(cork)},"50,81555834",798,538545,2,"7,24E-05","0,006025027035",50,5,2010
2477,uncoupled,JJ|VB,2,"1,1,0",<un<{(couple)},"42,53450439",798,538545,2,"7,24E-05","0,006025027035",75,5,107249
2478,unconsidered,JJ,2,"1,1,0",<un<{(consider)},"74,7804266",798,538545,2,"7,24E-05","0,006025027035","76,92307692",14,214085
2479,uncouples,VB,2,"1,1,0",<un<{(couple)},"42,53450439",798,538545,2,"7,24E-05","0,006025027035",75,5,107249
2480,uncoupling,JJ|VB|NN,2,"1,1,0",<un<{(couple)},"42,53450439",798,538545,2,"7,24E-05","0,006025027035",75,5,107249
2483,uncovering,VB|NN,2,"1,1,0",<un<{(cover)},"4,516938519",798,538545,2,"7,24E-05","0,006025027035",50,9,153545
2484,uncovers,VB,2,"1,1,0",<un<{(cover)},"4,516938519",798,538545,2,"7,24E-05","0,006025027035",50,9,153545
2485,uncrossed,JJ|VB,2,"1,1,0",<un<{(cross)},"54,57967378",798,538545,2,"7,24E-05","0,006025027035","16,66666667",7,43287
2486,uncrowned,JJ|VB,2,"1,1,0",<un<{(crown)},"74,27854454",798,538545,2,"7,24E-05","0,006025027035",100,2,10242
2497,underdogs,NN,2,"1,1,0",<under<{(dog)},"30,76923077",92,78888,5,"5,07E-05","0,0006179514908","21,73913043",24,100925
2500,underacted,VB|JJ,2,"1,1,0",<under<{(act)},"96,7032967",92,78888,5,"5,07E-05","0,0006179514908","94,82758621",59,716577
2501,underacting,VB|NN|JJ,2,"1,1,0",<under<{(act)},"96,7032967",92,78888,5,"5,07E-05","0,0006179514908","94,82758621",59,716577
2502,underacts,VB,2,"1,1,0",<under<{(act)},"96,7032967",92,78888,5,"5,07E-05","0,0006179514908","94,82758621",59,716577
2503,underarms,NN,2,"1,1,0",<under<{(arm)},"43,95604396",92,78888,5,"5,07E-05","0,0006179514908","57,14285714",22,91824
2504,UNDERBEDDING,NN|VB,2,"1,1,0",<under<{(bed)},"98,9010989",92,78888,5,"5,07E-05","0,0006179514908","90,90909091",34,56867
2505,underbellies,NN,2,"1,1,0",<under<{(belly)},"61,53846154",92,78888,5,"5,07E-05","0,0006179514908","33,33333333",4,6550
2508,underbids,VB,2,"1,1,0",<under<{(bid)},"79,12087912",92,78888,5,"5,07E-05","0,0006179514908","77,77777778",10,226633
2509,UNDERBRACING,VB,2,"1,1,0",<under<{(brace)},"96,7032967",92,78888,5,"5,07E-05","0,0006179514908",100,3,3563
2513,undercharged,JJ|VB,2,"1,1,0",<under<{(charge)},"72,52747253",92,78888,5,"5,07E-05","0,0006179514908","90,90909091",12,98907
2514,undercharges,VB,2,"1,1,0",<under<{(charge)},"72,52747253",92,78888,5,"5,07E-05","0,0006179514908","90,90909091",12,98907
2515,undercharging,VB|NN|JJ,2,"1,1,0",<under<{(charge)},"72,52747253",92,78888,5,"5,07E-05","0,0006179514908","90,90909091",12,98907
2516,undercoats,VB|NN,2,"1,1,0",<under<{(coat)},"35,16483516",92,78888,5,"5,07E-05","0,0006179514908","7,692307692",14,18536
2517,undercurrents,NN,2,"1,1,0",<under<{(current)},"46,15384615",92,78888,5,"5,07E-05","0,0006179514908","66,66666667",4,242367
2518,undercuts,VB,2,"1,1,0",<under<{(cut)},"24,17582418",92,78888,5,"5,07E-05","0,0006179514908","36,36363636",23,137517
2519,undercutting,VB,2,"1,1,0",<under<{(cut)},"24,17582418",92,78888,5,"5,07E-05","0,0006179514908","36,36363636",23,137517
2526,undergarments,NN,2,"1,1,0",<under<{(garment)},"51,64835165",92,78888,5,"5,07E-05","0,0006179514908",100,2,2083
2527,UNDERGIRDING,VB|NN|JJ,2,"1,1,0",<under<{(gird)},"90,10989011",92,78888,5,"5,07E-05","0,0006179514908",100,3,347
2528,undergrads,NN,2,"1,1,0",<under<{(grad)},"14,28571429",92,78888,5,"5,07E-05","0,0006179514908","33,33333333",4,10214
2529,undergrounds,NN,2,"1,1,0",<under<{(ground)},0,92,78888,5,"5,07E-05","0,0006179514908",10,21,127623
2532,underlays,NN,2,"1,1,0",<under<{(lay)},"67,03296703",92,78888,5,"5,07E-05","0,0006179514908","58,33333333",25,55753
2533,underlines,VB,2,"1,1,0",<under<{(line)},"10,98901099",92,78888,5,"5,07E-05","0,0006179514908","19,04761905",64,426769
2535,undermines,VB,2,"1,1,0",<under<{(mine)},"7,692307692",92,78888,5,"5,07E-05","0,0006179514908","11,11111111",10,104964
2536,undernourished,JJ|VB,2,"1,1,0",<under<{(nourish)},"70,32967033",92,78888,5,"5,07E-05","0,0006179514908",60,6,1145
2537,undernourishes,VB,2,"1,1,0",<under<{(nourish)},"70,32967033",92,78888,5,"5,07E-05","0,0006179514908",60,6,1145
2538,undernourishing,VB|NN|JJ,2,"1,1,0",<under<{(nourish)},"70,32967033",92,78888,5,"5,07E-05","0,0006179514908",60,6,1145
2539,underpasses,NN,2,"1,1,0",<under<{(pass)},"63,73626374",92,78888,5,"5,07E-05","0,0006179514908","78,57142857",15,151918
2541,underpaying,VB|NN|JJ,2,"1,1,0",<under<{(pay)},"36,26373626",92,78888,5,"5,07E-05","0,0006179514908","57,69230769",27,289396
2544,underpays,VB,2,"1,1,0",<under<{(pay)},"36,26373626",92,78888,5,"5,07E-05","0,0006179514908","57,69230769",27,289396
2545,underpinned,VB,2,"1,1,0",<under<{(pin)},"45,05494505",92,78888,5,"5,07E-05","0,0006179514908","28,57142857",22,42754
2551,underrates,VB,2,"1,1,0",<under<{(rate)},"20,87912088",92,78888,5,"5,07E-05","0,0006179514908","28,57142857",8,156934
2552,underrating,VB|NN|JJ,2,"1,1,0",<under<{(rate)},"20,87912088",92,78888,5,"5,07E-05","0,0006179514908","28,57142857",8,156934
2553,underscores,VB|NN,2,"1,1,0",<under<{(score)},"17,58241758",92,78888,5,"5,07E-05","0,0006179514908","16,66666667",7,47476
2554,underscoring,VB,2,"1,1,0",<under<{(score)},"17,58241758",92,78888,5,"5,07E-05","0,0006179514908","16,66666667",7,47476
2555,undersecretaries,NN,2,"1,1,0",<under<{(secretary)},"54,94505495",92,78888,5,"5,07E-05","0,0006179514908",100,3,16376
2556,UNDERSECRETARY'S,encl,2,"1,1,0",<under<{(secretary)},"54,94505495",92,78888,5,"5,07E-05","0,0006179514908",100,3,16376
2557,underselling,VB|NN|JJ,2,"1,1,0",<under<{(sell)},"79,12087912",92,78888,5,"5,07E-05","0,0006179514908",100,9,142434
2558,undersells,VB,2,"1,1,0",<under<{(sell)},"79,12087912",92,78888,5,"5,07E-05","0,0006179514908",100,9,142434
2559,undershirts,NN,2,"1,1,0",<under<{(shirt)},"65,93406593",92,78888,5,"5,07E-05","0,0006179514908",25,13,12331
2560,undervalues,VB,2,"1,1,0",<under<{(value)},"39,56043956",92,78888,5,"5,07E-05","0,0006179514908",50,17,171463
2561,undershooting,VB|NN|JJ,2,"1,1,0",<under<{(shoot)},"73,62637363",92,78888,5,"5,07E-05","0,0006179514908",75,9,47015
2562,undershoots,VB,2,"1,1,0",<under<{(shoot)},"73,62637363",92,78888,5,"5,07E-05","0,0006179514908",75,9,47015
2564,undersides,NN,2,"1,1,0",<under<{(side)},"18,68131868",92,78888,5,"5,07E-05","0,0006179514908","24,56140351",58,343426
2565,undersigned,JJ,2,"1,1,0",<under<{(sign)},"32,96703297",92,78888,5,"5,07E-05","0,0006179514908",40,26,219005
2566,undersigning,VB|NN|JJ,2,"1,1,0",<under<{(sign)},"32,96703297",92,78888,5,"5,07E-05","0,0006179514908",40,26,219005
2567,undersigns,VB,2,"1,1,0",<under<{(sign)},"32,96703297",92,78888,5,"5,07E-05","0,0006179514908",40,26,219005
2569,undersold,VB|JJ,2,"1,1,0",<under<{(sold)},"75,82417582",92,78888,5,"5,07E-05","0,0006179514908",100,5,191119
2571,understating,VB,2,"1,1,0",<under<{(state)},"31,86813187",92,78888,5,"5,07E-05","0,0006179514908","31,03448276",30,451541
2572,understocked,JJ,2,"1,1,0",<under<{(stock)},"92,30769231",92,78888,5,"5,07E-05","0,0006179514908","71,42857143",22,60825
2579,undertones,NN,2,"1,1,0",<under<{(tone)},"47,25274725",92,78888,5,"5,07E-05","0,0006179514908","42,85714286",22,25199
2580,undertows,NN,2,"1,1,0",<under<{(tow)},"15,38461538",92,78888,5,"5,07E-05","0,0006179514908",20,6,4969
2581,undervalued,VB|JJ,2,"1,1,0",<under<{(value)},"39,56043956",92,78888,5,"5,07E-05","0,0006179514908",50,17,171463
2583,undervaluing,VB|NN,2,"1,1,0",<under<{(value)},"39,56043956",92,78888,5,"5,07E-05","0,0006179514908",50,17,171463
2584,underwrites,VB,2,"1,1,0",<under<{(write)},"27,47252747",92,78888,5,"5,07E-05","0,0006179514908","42,10526316",20,938692
2586,underwrote,VB,2,"1,1,0",<under<{(wrote)},"75,82417582",92,78888,5,"5,07E-05","0,0006179514908","66,66666667",4,1028687
2592,undocked,JJ|VB,2,"1,1,0",<un<{(dock)},"62,48431619",798,538545,2,"7,24E-05","0,006025027035",100,5,5754
2594,undocks,VB,2,"1,1,0",<un<{(dock)},"62,48431619",798,538545,2,"7,24E-05","0,006025027035",100,5,5754
2595,undoes,VB,2,"1,1,0",<un<{(do)},"2,007528231",798,538545,2,"7,24E-05","0,006025027035",10,11,3190772
2596,undoubted,JJ,2,"1,1,0",<un<{(doubt)},"53,82685069",798,538545,2,"7,24E-05","0,006025027035",50,15,64036
2597,undresses,VB,2,"1,1,0",<un<{(dress)},"9,284818068",798,538545,2,"7,24E-05","0,006025027035","7,142857143",15,27506
2602,unearthing,VB|NN,2,"1,1,0",<un<{(earth)},"17,81681305",798,538545,2,"7,24E-05","0,006025027035","15,78947368",20,77215
2605,unearths,VB,2,"1,1,0",<un<{(earth)},"17,81681305",798,538545,2,"7,24E-05","0,006025027035","15,78947368",20,77215
2612,UNENVIED,JJ,2,"1,1,0",<un<{(envy)},"92,84818068",798,538545,2,"7,24E-05","0,006025027035","85,71428571",8,3728
2620,UNEXAMINED,JJ,2,"1,1,0",<un<{(examine)},"44,04015056",798,538545,2,"7,24E-05","0,006025027035",80,6,24130
2624,unexampled,JJ,2,"1,1,0",<un<{(example)},"61,10414053",798,538545,2,"7,24E-05","0,006025027035",80,6,171361
2628,unfathomed,JJ,2,"1,1,0",<un<{(fathom)},"88,33124216",798,538545,2,"7,24E-05","0,006025027035",80,6,1154
2633,UNFELT,JJ,2,"1,1,0",<un<{(felt)},"75,53324969",798,538545,2,"7,24E-05","0,006025027035",100,3,50753
2634,UNFIRED,JJ,2,"1,1,0",<un<{(fire)},"58,59473024",798,538545,2,"7,24E-05","0,006025027035","63,26530612",50,118119
2637,unfledged,JJ,2,"1,1,0",<un<{(fledge)},"88,33124216",798,538545,2,"7,24E-05","0,006025027035",100,3,819
2640,unfrock,VB,2,"1,1,0",<un<{(frock)},"89,96235885",798,538545,2,"7,24E-05","0,006025027035","66,66666667",4,143
2641,unfrocked,JJ|VB,2,"1,1,0",<un<{(frock)},"89,96235885",798,538545,2,"7,24E-05","0,006025027035","66,66666667",4,143
2642,unfrocks,VB,2,"1,1,0",<un<{(frock)},"89,96235885",798,538545,2,"7,24E-05","0,006025027035","66,66666667",4,143
2644,unfurling,NN|VB|JJ,2,"1,1,0",<un<{(furl)},"40,52697616",798,538545,2,"7,24E-05","0,006025027035",0,2,253
2645,unfurls,VB,2,"1,1,0",<un<{(furl)},"40,52697616",798,538545,2,"7,24E-05","0,006025027035",0,2,253
2654,unhallowed,JJ|VB,2,"1,1,0",<un<{(hallow)},"75,53324969",798,538545,2,"7,24E-05","0,006025027035",100,3,3180
2655,unhanded,VB|JJ,2,"1,1,0",<un<{(hand)},"80,55207026",798,538545,2,"7,24E-05","0,006025027035",90,61,232844
2656,unhanding,VB,2,"1,1,0",<un<{(hand)},"80,55207026",798,538545,2,"7,24E-05","0,006025027035",90,61,232844
2657,unhands,VB,2,"1,1,0",<un<{(hand)},"80,55207026",798,538545,2,"7,24E-05","0,006025027035",90,61,232844
2663,unhinges,VB,2,"1,1,0",<un<{(hinge)},"54,95608532",798,538545,2,"7,24E-05","0,006025027035",100,2,2472
2664,unhinging,VB|NN|JJ,2,"1,1,0",<un<{(hinge)},"54,95608532",798,538545,2,"7,24E-05","0,006025027035",100,2,2472
2666,unhooked,JJ|VB,2,"1,1,0",<un<{(hook)},"26,9761606",798,538545,2,"7,24E-05","0,006025027035","33,33333333",10,25706
2667,unhooking,VB|NN|JJ,2,"1,1,0",<un<{(hook)},"26,9761606",798,538545,2,"7,24E-05","0,006025027035","33,33333333",10,25706
2668,unhooks,VB,2,"1,1,0",<un<{(hook)},"26,9761606",798,538545,2,"7,24E-05","0,006025027035","33,33333333",10,25706
2670,unhorses,VB,2,"1,1,0",<un<{(horse)},"84,3161857",798,538545,2,"7,24E-05","0,006025027035","70,58823529",35,39630
2671,unhorsing,VB,2,"1,1,0",<un<{(horse)},"84,3161857",798,538545,2,"7,24E-05","0,006025027035","70,58823529",35,39630
2674,unicorns,NN,2,"1,1,0",{<uni<(corn)},"26,66666667",16,324253,3,0,0,"5,555555556",19,14343
2684,universes,NN,2,"1,1,0",{<uni<(verse)},"6,666666667",16,324253,3,0,0,"3,571428571",29,375470
2692,unlearned,JJ|VB,2,"1,1,0",<un<{(learn)},"30,11292346",798,538545,2,"7,24E-05","0,006025027035",50,7,139889
2693,unlearning,VB,2,"1,1,0",<un<{(learn)},"30,11292346",798,538545,2,"7,24E-05","0,006025027035",50,7,139889
2694,unlearns,VB,2,"1,1,0",<un<{(learn)},"30,11292346",798,538545,2,"7,24E-05","0,006025027035",50,7,139889
2696,unleashes,VB,2,"1,1,0",<un<{(leash)},"6,52446675",798,538545,2,"7,24E-05","0,006025027035",100,2,4355
2703,unloosed,VB|JJ,2,"1,1,0",<un<{(loose)},"61,60602258",798,538545,2,"7,24E-05","0,006025027035","77,77777778",10,34170
2708,unlooses,VB,2,"1,1,0",<un<{(loose)},"61,60602258",798,538545,2,"7,24E-05","0,006025027035","77,77777778",10,34170
2709,unloosing,VB|NN|JJ,2,"1,1,0",<un<{(loose)},"61,60602258",798,538545,2,"7,24E-05","0,006025027035","77,77777778",10,34170
2710,unman,VB,2,"1,1,0",<un<{(man)},"88,33124216",798,538545,2,"7,24E-05","0,006025027035","88,57142857",211,300379
2712,unmanned,JJ,2,"1,1,0",<un<{(mann)},"27,97992472",798,538545,2,"7,24E-05","0,006025027035","16,66666667",7,5698
2714,unmanning,JJ,2,"1,1,0",<un<{(mann)},"27,97992472",798,538545,2,"7,24E-05","0,006025027035","16,66666667",7,5698
2715,unmans,VB,2,"1,1,0",<un<{(man)},"88,33124216",798,538545,2,"7,24E-05","0,006025027035","88,57142857",211,300379
2716,unmasking,VB|NN,2,"1,1,0",<un<{(mask)},"24,84316186",798,538545,2,"7,24E-05","0,006025027035",50,3,16763
2717,unmasks,VB,2,"1,1,0",<un<{(mask)},"24,84316186",798,538545,2,"7,24E-05","0,006025027035",50,3,16763
2720,UNMESHED,JJ|VB,2,"1,1,0",<un<{(mesh)},"92,84818068",798,538545,2,"7,24E-05","0,006025027035",100,4,2579
2722,unnerved,VB|JJ,2,"1,1,0",<un<{(nerve)},"26,097867",798,538545,2,"7,24E-05","0,006025027035",50,9,15317
2723,unnerves,VB,2,"1,1,0",<un<{(nerve)},"26,097867",798,538545,2,"7,24E-05","0,006025027035",50,9,15317
2728,unpacked,JJ,2,"1,1,0",<un<{(pack)},"5,897114178",798,538545,2,"7,24E-05","0,006025027035",30,11,174305
2729,unpacks,VB,2,"1,1,0",<un<{(pack)},"5,897114178",798,538545,2,"7,24E-05","0,006025027035",30,11,174305
2736,unpicked,JJ|VB,2,"1,1,0",<un<{(pick)},"58,09284818",798,538545,2,"7,24E-05","0,006025027035","58,82352941",18,90629
2737,unpicking,VB|NN,2,"1,1,0",<un<{(pick)},"58,09284818",798,538545,2,"7,24E-05","0,006025027035","58,82352941",18,90629
2738,unpicks,VB,2,"1,1,0",<un<{(pick)},"58,09284818",798,538545,2,"7,24E-05","0,006025027035","58,82352941",18,90629
2739,unplaced,JJ,2,"1,1,0",<un<{(place)},"76,41154329",798,538545,2,"7,24E-05","0,006025027035",90,21,394083
2740,UNPLAGUED,JJ,2,"1,1,0",<un<{(plague)},"92,84818068",798,538545,2,"7,24E-05","0,006025027035","33,33333333",4,6420
2742,UNPLEASED,JJ,2,"1,1,0",<un<{(please)},"72,27101631",798,538545,2,"7,24E-05","0,006025027035","93,75",17,627103
2749,unsaddled,JJ|VB,2,"1,1,0",<un<{(saddle)},"83,31242158",798,538545,2,"7,24E-05","0,006025027035",80,6,6920
2750,unsaddles,VB,2,"1,1,0",<un<{(saddle)},"83,31242158",798,538545,2,"7,24E-05","0,006025027035",80,6,6920
2751,unsaddling,VB,2,"1,1,0",<un<{(saddle)},"83,31242158",798,538545,2,"7,24E-05","0,006025027035",80,6,6920
2752,unquestioning,JJ,2,"1,1,0",<un<{(question)},"27,35257215",798,538545,2,"7,24E-05","0,006025027035",60,11,345509
2753,unquote,VB,2,"1,1,0",<un<{(quote)},"44,04015056",798,538545,2,"7,24E-05","0,006025027035","57,14285714",8,85527
2754,unravelled,VB|JJ,2,"1,1,0",<un<{(ravel)},"21,45545797",798,538545,2,"7,24E-05","0,006025027035",0,2,907
2755,unravelling,VB|NN|JJ,2,"1,1,0",<un<{(ravel)},"21,45545797",798,538545,2,"7,24E-05","0,006025027035",0,2,907
2756,unravels,VB,2,"1,1,0",<un<{(ravel)},"21,45545797",798,538545,2,"7,24E-05","0,006025027035",0,2,907
2765,unripped,JJ,2,"1,1,0",<un<{(rip)},"88,33124216",798,538545,2,"7,24E-05","0,006025027035",100,4,17501
2766,unripping,JJ,2,"1,1,0",<un<{(rip)},"88,33124216",798,538545,2,"7,24E-05","0,006025027035",100,4,17501
2768,unrolling,VB|NN|JJ,2,"1,1,0",<un<{(roll)},"31,49309912",798,538545,2,"7,24E-05","0,006025027035","77,77777778",10,59973
2769,unrolls,VB,2,"1,1,0",<un<{(roll)},"31,49309912",798,538545,2,"7,24E-05","0,006025027035","77,77777778",10,59973
2774,unsay,VB,2,"1,1,0",<un<{(say)},"39,02132999",798,538545,2,"7,24E-05","0,006025027035",50,7,1009212
2775,unsaying,VB,2,"1,1,0",<un<{(say)},"39,02132999",798,538545,2,"7,24E-05","0,006025027035",50,7,1009212
2776,unsays,VB,2,"1,1,0",<un<{(say)},"39,02132999",798,538545,2,"7,24E-05","0,006025027035",50,7,1009212
2777,unscrambled,VB|JJ,2,"1,1,0",<un<{(scramble)},"35,25721455",798,538545,2,"7,24E-05","0,006025027035",50,3,4624
2778,unscrambles,VB,2,"1,1,0",<un<{(scramble)},"35,25721455",798,538545,2,"7,24E-05","0,006025027035",50,3,4624
2779,unscrambling,VB|NN|JJ,2,"1,1,0",<un<{(scramble)},"35,25721455",798,538545,2,"7,24E-05","0,006025027035",50,3,4624
2780,unscrewing,VB|NN,2,"1,1,0",<un<{(screw)},"22,71016311",798,538545,2,"7,24E-05","0,006025027035","37,5",9,26379
2781,unscrews,VB,2,"1,1,0",<un<{(screw)},"22,71016311",798,538545,2,"7,24E-05","0,006025027035","37,5",9,26379
2784,unseated,VB|JJ,2,"1,1,0",<un<{(seat)},"44,54203262",798,538545,2,"7,24E-05","0,006025027035",100,4,30023
2785,unseating,NN|VB|JJ,2,"1,1,0",<un<{(seat)},"44,54203262",798,538545,2,"7,24E-05","0,006025027035",100,4,30023
2786,unseats,VB,2,"1,1,0",<un<{(seat)},"44,54203262",798,538545,2,"7,24E-05","0,006025027035",100,4,30023
2791,unsettles,VB,2,"1,1,0",<un<{(settle)},"15,18193225",798,538545,2,"7,24E-05","0,006025027035",60,6,25403
