ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,ROOT2_PFMF,ROOT2_FamSize,ROOT2_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*,SUFF2_PFMF,SUFF2_FamSize,SUFF2_Freq_HAL,SUFF2_length,SUFF2_P,SUFF2_P*,SUFF3_PFMF,SUFF3_FamSize,SUFF3_Freq_HAL,SUFF3_length,SUFF3_P,SUFF3_P*
52806,photographically,RB,5,"0,2,3",{(photo)(graph)>ic>}>al>>ly>,"53,57142857",29,54567,"64,34782609",116,198105,"63,7709773",1014,1472797,2,"2,78E-05","0,006334002781","69,51048951",1431,4704731,2,"9,14E-06","0,006642978526","42,25060407",2898,3857999,2,"4,48E-05","0,02672640198"
52841,physiologically,RB,5,"0,2,3",{(phys)(log)>ic>}>al>>ly>,"53,57142857",29,107401,"49,06542056",215,380513,"44,12635735",1014,1472797,2,"2,78E-05","0,006334002781","52,23776224",1431,4704731,2,"9,14E-06","0,006642978526","27,5112185",2898,3857999,2,"4,48E-05","0,02672640198"
53521,parenthetically,RB,5,"0,2,3",{(par)>en>(thetic)}>al>>ly>,50,21,34876,"66,99507389",204,655590,"1,68E-05","0,0016993666","66,66666667",7,7461,6,"62,16783217",1431,4704731,2,"9,14E-06","0,006642978526","35,03624439",2898,3857999,2,"4,48E-05","0,02672640198"
54871,ontologically,RB,5,"0,2,3",{(onto)(log)>ic>>al>}>ly>,100,5,1386,"68,22429907",215,380513,"61,994077",1014,1472797,2,"2,78E-05","0,006334002781","68,18181818",1431,4704731,2,"9,14E-06","0,006642978526","40,83534691",2898,3857999,2,"4,48E-05","0,02672640198"
55522,neocolonialism,NN,5,"0,2,3",(neo){(colon)>y>}>al>>ism>,"87,5",9,1629,100,13,17579,"56,01609658",2486,3870233,1,"4,99E-05","0,02981615943","83,77622378",1431,4704731,2,"9,14E-06","0,006642978526","84,44444444",271,218200,3,"5,50E-05","0,001853854472"
63988,geographically,RB,5,"0,2,3",{(geo)(graph)>ic>}>al>>ly>,"47,36842105",20,31762,"22,60869565",116,198105,"17,27541955",1014,1472797,2,"2,78E-05","0,006334002781","28,11188811",1431,4704731,2,"9,14E-06","0,006642978526","12,84086987",2898,3857999,2,"4,48E-05","0,02672640198"
63996,geometrically,RB,5,"0,2,3",{(geo)(meter)>ic>}>al>>ly>,"57,89473684",20,31762,"24,56140351",58,68090,"25,46890424",1014,1472797,2,"2,78E-05","0,006334002781","36,15384615",1431,4704731,2,"9,14E-06","0,006642978526","16,60338281",2898,3857999,2,"4,48E-05","0,02672640198"
71490,cosmopolitanism,NN,5,"0,2,3",{(cosmo)(pol)>ite>}>ian>>ism>,"92,30769231",14,10553,100,18,25765,"95,45454545",45,228495,3,"8,75E-06","0,0003089757454","89,59537572",174,394113,3,"2,79E-05","0,0016993666","86,66666667",271,218200,3,"5,50E-05","0,001853854472"
73322,chronologically,RB,5,"0,2,3",{(chrono)(log)>ic>>al>}>ly>,50,19,20700,"42,52336449",215,380513,"36,8213228",1014,1472797,2,"2,78E-05","0,006334002781","46,85314685",1431,4704731,2,"9,14E-06","0,006642978526","23,19641008",2898,3857999,2,"4,48E-05","0,02672640198"
76163,biologically,RB,5,"0,2,3",{(bio)(log)>ic>}>al>>ly>,"34,48275862",30,41459,"24,76635514",215,380513,"20,43435341",1014,1472797,2,"2,78E-05","0,006334002781","30,97902098",1431,4704731,2,"9,14E-06","0,006642978526","13,97997929",2898,3857999,2,"4,48E-05","0,02672640198"
77233,astronomically,RB,5,"0,2,3",{(astro)(nomin)>ic>}>al>>ly>,"77,77777778",19,27795,"55,55555556",37,34420,"47,77887463",1014,1472797,2,"2,78E-05","0,006334002781","56,01398601",1431,4704731,2,"9,14E-06","0,006642978526","30,16914049",2898,3857999,2,"4,48E-05","0,02672640198"
